id,run,trial,rewFunc,emotion,magnitude,probability,score,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_offset,isi_ideal,feedback_ideal,iti_ideal,trial_offset
11178,1,1,CEV,scram,74,0.485428571428571,0,2902,0.000532469945028424,2.90343605121598,3.20390831795521,4.05456056562252,5.3547098863055,0.3,0.85,1.3,5.4046436069184
11178,1,2,CEV,scram,45,0.791,0,763,5.40579570870614,0.76301457308,1.0631144461222,1.91327948105754,2.9634218874271,0.3,0.85,1.05,2.98139009287115
11178,1,3,CEV,scram,53,0.657571428571429,53,1697,8.3872841380653,1.69690309802536,1.9969920758158,2.84716632979689,4.09727381553967,0.3,0.85,1.25,4.12082848523278
11178,1,4,CEV,scram,63,0.565571428571429,0,2341,12.5082165470812,2.34108888142509,2.64118819573196,3.4913540687412,4.64145806239685,0.3,0.85,1.15,4.65994700446026
11178,1,5,CEV,scram,57,0.645714285714286,57,1780,17.1682624467649,1.77968987682834,2.07979142601835,2.92996679747012,4.18007484194823,0.3,0.85,1.25,4.20412147353636
11178,1,6,CEV,scram,56,0.649,56,1757,21.3724847711273,1.75740771525307,2.05749529617606,2.90769301686669,4.40781970892567,0.3,0.85,1.5,4.42667182564037
11178,1,7,CEV,scram,53,0.648285714285714,53,1762,25.7992549332557,1.76251870003762,2.06260544288671,2.91277187463129,4.31288697308628,0.3,0.85,1.4,4.33192319137743
11178,1,8,CEV,scram,60,0.650571428571429,60,1746,30.1312772992533,1.74575763120083,2.04588460264495,2.89606723759789,3.89621027250541,0.3,0.85,1,3.91592618613504
11178,1,9,CEV,scram,58,0.667428571428571,58,1628,34.0473096441128,1.62847261317074,1.92860936239595,2.77878613065695,4.27889717830112,0.3,0.85,1.5,4.29863655858207
11178,1,10,CEV,scram,52,0.650714285714286,52,1745,38.3460484503303,1.74494384060381,2.04503365652636,2.89520372002153,4.14530645654304,0.3,0.85,1.25,4.16533078922657
11178,1,11,CEV,scram,52,0.669857142857143,52,1611,42.5114781348384,1.61152492841939,1.91164910624502,2.76182419830002,4.26196821103804,0.3,0.85,1.5,4.28203388978727
11178,1,12,CEV,scram,60,0.648428571428571,0,1761,46.7936117579229,1.76132664905163,2.06141283322359,2.91157814749749,4.16168032534188,0.3,0.85,1.25,4.18220891203964
11178,1,13,CEV,scram,49,0.817428571428571,49,578,50.9759231969947,0.57796004798729,0.878045114630368,1.7282252353034,2.72836575593101,0.3,0.85,1,2.74897172680357
11178,1,14,CEV,scram,71,0.517571428571429,0,2677,53.7250058317441,2.67728524160339,2.97737952729221,3.82753478450468,4.87764254957438,0.3,0.85,1.05,4.89848290779628
11178,1,15,CEV,scram,93,0.417571428571429,93,3377,58.6235876347637,3.37685627641622,3.67698464466957,4.52716057485668,5.77730381936999,0.3,0.85,1.25,5.79840175219579
11178,1,16,CEV,scram,93,0.405714285714286,93,3460,64.4221053234651,3.45973580441205,3.7598342805868,4.61002725205617,5.71017489652149,0.3,0.85,1.1,5.73157845478272
11178,1,17,CEV,scram,89,0.401,0,3493,70.153783791,3.49291935143992,3.79301754827611,4.64322337054182,5.99335055152187,0.3,0.85,1.35,6.01497061777627
11178,1,18,CEV,scram,45,0.827142857142857,45,510,76.1688552595442,0.510104775894433,0.810197106096894,1.6603624203708,3.16048827435588,0.3,0.85,1.5,3.18244804861024
11178,1,19,CEV,scram,56,0.724857142857143,0,1226,79.3514142161002,1.22624691121746,1.52633505093399,2.37650651129661,3.82663550809957,0.3,0.85,1.45,3.84888638078701
11178,1,20,CEV,scram,91,0.427428571428571,0,3308,83.2004067556118,3.30865822336636,3.60875027417205,4.45891028048936,5.90905575989746,0.3,0.85,1.45,5.93133121670689
11178,1,21,CEV,scram,100,0.370285714285714,100,3708,89.1318377056741,3.70848389947787,4.00858991855057,4.85879602015484,5.85893374716397,0.3,0.85,1,5.88171401672298
11178,1,22,CEV,scram,103,0.370285714285714,0,3708,95.0136536906357,3.70805507403566,4.00817701691994,4.85839177883463,5.85854068043409,0.3,0.85,1,5.88167546433397
