id,run,trial,rewFunc,emotion,magnitude,probability,score,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_offset,isi_ideal,feedback_ideal,iti_ideal,trial_offset
11263,1,1,CEV,scram,56,0.640142857142857,0,1819,0.000523530208738521,1.82041935497546,2.12089134234702,2.97153772338061,4.27167251706123,0.3,0.85,1.3,4.31875922778272
11263,1,2,CEV,scram,46,0.778714285714286,0,849,4.319895964436,0.849300958623644,1.14940222847508,1.99958234914811,3.04971609517816,0.3,0.85,1.05,3.06749125933857
11263,1,3,CEV,scram,60,0.586142857142857,60,2197,7.38748416348244,2.19689066626597,2.49698718692525,3.34718770123436,4.59730133297853,0.3,0.85,1.25,4.62087611694005
11263,1,4,CEV,scram,57,0.632285714285714,57,1874,12.0084591756749,1.87451002851594,2.17461576819187,3.02477577456739,4.17489988252055,0.3,0.85,1.15,4.19373579602689
11263,1,5,CEV,scram,66,0.562571428571429,66,2362,16.2023139812518,2.36245332856197,2.66254789364757,3.51275092223659,4.76288466827828,0.3,0.85,1.25,4.78151217542472
11263,1,6,CEV,scram,71,0.517285714285714,0,2679,20.983920861443,2.67917738147662,2.9792685941793,3.82943530532066,5.3295421624789,0.3,0.85,1.5,5.34844288870227
11263,1,7,CEV,scram,55,0.626857142857143,55,1912,26.3324590136472,1.91245116348728,2.21254684604355,3.06270936669898,4.4628479317762,0.3,0.85,1.4,4.48190845485078
11263,1,8,CEV,scram,65,0.598285714285714,0,2112,30.8144649669121,2.11223716981476,2.4123261476052,3.26249118254054,4.26263058572658,0.3,0.85,1,4.28198779452941
11263,1,9,CEV,scram,72,0.536428571428571,72,2545,35.0965497011493,2.54527041842812,2.84536107242457,3.69557164388243,5.19572040581261,0.3,0.85,1.5,5.21554247816675
11263,1,10,CEV,scram,61,0.562714285714286,61,2361,40.3121885602595,2.36130681415671,2.6613943951088,3.51156445863307,4.76170742372051,0.3,0.85,1.25,4.7816205691197
11263,1,11,CEV,scram,63,0.560285714285714,0,2378,45.0939147293684,2.37801368610235,2.67811970517505,3.52827272741706,5.02840975599247,0.3,0.85,1.5,5.04846481885761
11263,1,12,CEV,scram,60,0.653142857142857,0,1728,50.1424762085662,1.72799503846909,2.02809183849604,2.87825352104846,4.12836491788039,0.3,0.85,1.25,4.14869040617486
11263,1,13,CEV,scram,74,0.529428571428571,74,2594,54.2912643925229,2.59422272944357,2.89431366277859,3.74447394852177,4.74457451995113,0.3,0.85,1,4.76513188128592
11263,1,14,CEV,scram,76,0.484285714285714,0,2910,59.0564926547813,2.91066099182353,3.21076002676273,4.06093176646391,5.11104567759321,0.3,0.85,1.05,5.1317639532499
11263,1,15,CEV,scram,68,0.579428571428571,68,2244,64.1883538270777,2.24399274209281,2.54409038022277,3.39428558657528,4.64442994850106,0.3,0.85,1.25,4.66607767189271
11263,1,16,CEV,scram,67,0.572428571428572,67,2293,68.8545284386491,2.29293052610592,2.59302257691161,3.44318817058229,4.54329363090801,0.3,0.85,1.1,4.56518132891506
11263,1,17,CEV,scram,64,0.548714285714286,0,2459,73.4198081040813,2.45944107422838,2.75953089012182,3.60973922663834,4.95985271871905,0.3,0.85,1.35,4.9817043786461
11263,1,18,CEV,scram,70,0.527285714285714,70,2609,78.4016083049646,2.60928944879561,2.90937786785071,3.75954681390431,5.25964724566438,0.3,0.85,1.5,5.28161931195064
11263,1,19,CEV,scram,74,0.539142857142857,0,2526,83.6833357312134,2.52586599692586,2.82595609218697,3.67612783188815,5.12626325411838,0.3,0.85,1.45,5.14860492045409
11263,1,20,CEV,scram,67,0.589285714285714,67,2175,88.8320375913754,2.17555750798783,2.47564927942585,3.32583722230629,4.77594498739927,0.3,0.85,1.45,4.79862803791184
11263,1,21,CEV,scram,69,0.539285714285714,69,2525,93.630765083275,2.52513992699096,2.82522834604606,3.67539226353983,4.67552635879838,0.3,0.85,1,4.69796664098976
11263,1,22,CEV,scram,73,0.525,0,2625,98.3288334131648,2.62564404137083,2.92578973027412,3.77600728586549,4.77611986998818,0.3,0.85,1,4.79950049519539
11263,1,23,CEV,scram,66,0.570285714285714,66,2308,103.128432524245,2.30775810891646,2.60786608353374,3.45803754386725,4.65814761372167,0.3,0.85,1.2,4.68136061984114
11263,1,24,CEV,scram,67,0.551285714285714,67,2441,107.809892318706,2.44137676715036,2.74147831636947,3.59168693228276,4.79182018944994,0.3,0.85,1.2,4.81495441461448
11263,1,25,CEV,scram,68,0.539285714285714,68,2525,112.62494227619,2.52471361582866,2.82480119678075,3.67496204125928,5.02507134285406,0.3,0.85,1.35,5.04859639980714
11263,1,26,CEV,scram,69,0.553714285714286,0,2424,117.673640923633,2.42438885389129,2.72448397771223,3.57467834599083,4.67480419998174,0.3,0.85,1.1,4.69845832360443
11263,1,27,CEV,scram,69,0.553714285714286,69,2424,122.372195069474,2.42428828246193,2.72437753962004,3.5745336348773,4.82465089837206,0.3,0.85,1.25,4.84876234270632
11263,1,28,CEV,scram,71,0.541857142857143,71,2507,127.221053513786,2.50714294693898,2.80728025487042,3.65748970888671,4.90761954381014,0.3,0.85,1.25,4.93182178182178
11263,1,29,CEV,scram,69,0.520428571428571,69,2657,132.152971955918,2.6568860008847,2.95697302310145,3.807173258072,4.8073235564807,0.3,0.85,1,4.83176437229849
11263,1,30,CEV,scram,75,0.515714285714286,75,2690,136.984833547263,2.69009245588677,2.99018366861856,3.84037636069115,5.19051192261395,0.3,0.85,1.35,5.21510164003121
11263,1,31,CEV,scram,68,0.539571428571429,0,2523,142.200033244444,2.52323856801377,2.8233267077303,3.67349788869615,5.02361305695376,0.3,0.85,1.35,5.04855477440287
11263,1,32,CEV,scram,64,0.539571428571429,64,2523,147.24868803157,2.52292232672335,2.82303588863579,3.67320315851248,4.7233335521596,0.3,0.85,1.05,4.74865576490993
11263,1,33,CEV,scram,77,0.473,77,2989,151.997441294894,2.98911817005137,3.28920603040024,4.13936408120207,5.6394921700994,0.3,0.85,1.5,5.66474593838211
11263,1,34,CEV,scram,83,0.463428571428571,0,3056,157.662286128529,3.0557263562805,3.35581756901229,4.20601752458606,5.60613206427661,0.3,0.85,1.4,5.63215520410449
11263,1,35,CEV,scram,69,0.561142857142857,69,2372,163.294540786592,2.37183552660281,2.67192618057015,3.52213228217443,4.8722751075984,0.3,0.85,1.35,4.89807559340261
11263,1,36,CEV,scram,72,0.508857142857143,0,2738,168.19271359907,2.73860336997313,3.03870771283982,3.88891130016418,4.93905538273975,0.3,0.85,1.05,4.96522155747516
11263,1,37,CEV,scram,73,0.482714285714286,73,2921,173.158032375621,2.9215855646471,3.22167677734978,4.07185047262465,5.42195893611643,0.3,0.85,1.35,5.4481605902256
11263,1,38,CEV,scram,68,0.542142857142857,0,2505,178.606291023025,2.5049963053898,2.80510036888882,3.6552905466815,4.75539572766866,0.3,0.85,1.1,4.78176723577781
11263,1,39,CEV,scram,74,0.527857142857143,74,2605,183.388157433423,2.60486598155694,2.9049583117303,3.75513731493265,5.05527071177494,0.3,0.85,1.3,5.08184922943474
11263,1,40,CEV,scram,68,0.513714285714286,0,2704,188.470104440639,2.70454541011713,3.0046455624979,3.85485445774975,5.10496445777244,0.3,0.85,1.25,5.13190559134819
11263,1,41,CEV,scram,73,0.489857142857143,0,2871,193.602105854225,2.87091683439212,3.17105777410325,4.02123621857027,5.12137715826975,0.3,0.85,1.1,5.14858229187666
11263,1,42,CEV,scram,78,0.487571428571429,78,2887,198.750785923912,2.8871135856607,3.18722295708722,4.03740335712791,5.38754087459529,0.3,0.85,1.35,5.41486892887042
11263,1,43,CEV,scram,79,0.482857142857143,0,2920,204.165752630564,2.92033205338521,3.22042326608789,4.07062126611709,5.07074083437328,0.3,0.85,1,5.09829293945222
11263,1,44,CEV,scram,75,0.523285714285714,0,2637,209.264148935123,2.63702034755261,2.93711658884422,3.78728022697032,5.23739050634322,0.3,0.85,1.45,5.26519236384775
11263,1,45,CEV,scram,75,0.478142857142857,75,2953,214.529437679914,2.95322869249503,3.25333024171414,4.10350002584164,5.35364159411984,0.3,0.85,1.25,5.38198067073245
11263,1,46,CEV,scram,71,0.497285714285714,0,2819,219.911514731619,2.81943403420155,3.11952161518275,3.96968357710284,5.26982619299088,0.3,0.85,1.3,5.29822449499625
11263,1,47,CEV,scram,79,0.485285714285714,79,2903,225.209838959971,2.90267338446574,3.20276236225618,4.05293885117862,5.45308020990342,0.3,0.85,1.4,5.4816665246617
11263,1,48,CEV,scram,78,0.468714285714286,0,3019,230.691604100517,3.01906834528199,3.31915899924934,4.16932291674311,5.41942369769095,0.3,0.85,1.25,5.44821758073522
11263,1,49,CEV,scram,71,0.544857142857143,71,2486,236.139919459034,2.48580084898276,2.78589457599446,3.63608754743473,5.03621996651054,0.3,0.85,1.4,5.06522197651793
11263,1,50,CEV,scram,69,0.502142857142857,69,2785,241.205240330804,2.78538724896498,3.08548488706583,3.9356418204261,5.18574120456469,0.3,0.85,1.25,5.24621788525837
11263,1,51,CEV,scram,78,0.494714285714286,0,2837,246.451568844641,2.837311725365,3.1373993063462,3.98759954128764,5.08772735082312,0.3,0.85,1.1,5.11834464993444
