id,run,trial,rewFunc,emotion,magnitude,probability,score,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_offset,isi_ideal,feedback_ideal,iti_ideal,trial_offset
11265,1,1,CEV,scram,76,0.475857142857143,0,2969,0.000520736561156809,2.97094183752779,3.27140237099957,4.12204959010705,5.42217767902184,0.3,0.85,1.3,5.49404519284144
11265,1,2,CEV,scram,48,0.744285714285714,0,1090,5.49518472317141,1.09016872255597,1.39025853842031,2.24043754162267,3.29058385908138,0.3,0.85,1.05,3.3088196964236
11265,1,3,CEV,scram,58,0.602857142857143,58,2080,8.80410331476014,2.07983640383463,2.3799382323632,3.23014712764416,4.480285622878,0.3,0.85,1.25,4.50407914980315
11265,1,4,CEV,scram,109,0.334714285714286,0,3957,13.3082877851557,3.95689480088186,4.25699523265939,5.10716334055178,6.25726733426563,0.3,0.85,1.15,6.27582304459065
11265,1,5,CEV,scram,54,0.679142857142857,54,1546,19.5842094456311,1.54636385350022,1.84646847576369,2.69666759320535,3.94679128215648,0.3,0.85,1.25,3.96559674479067
11265,1,6,CEV,scram,66,0.548285714285714,66,2462,23.5499053651001,2.46239061106462,2.76247875078116,3.61264853493776,5.11275762692094,0.3,0.85,1.5,5.13192123570479
11265,1,7,CEV,scram,71,0.496,71,2828,28.6819243786158,2.82858435926028,3.12869289261289,3.97890094970353,5.3790478957817,0.3,0.85,1.4,5.39854981575627
11265,1,8,CEV,scram,80,0.481714285714286,0,2928,34.0805736483308,2.92811237182468,3.22820134961512,4.07840270199813,5.07851835910697,0.3,0.85,1,5.09832897759043
11265,1,9,CEV,scram,77,0.498428571428571,77,2811,39.1790018004831,2.81145424908027,3.11155188723933,3.96173955069389,5.46188412210904,0.3,0.85,1.5,5.48186459450517
11265,1,10,CEV,scram,72,0.481857142857143,72,2927,44.6609661283437,2.92756844800897,3.22766133688856,4.07782357814722,5.32796095591038,0.3,0.85,1.25,5.34810960607138
11265,1,11,CEV,scram,69,0.512714285714286,0,2711,50.0091790995793,2.71100377279799,3.01110476325266,3.86126840137877,5.36139453481883,0.3,0.85,1.5,5.38168621982913
11265,1,12,CEV,scram,78,0.491285714285714,0,2861,55.3909681257792,2.86073844588827,3.16083720140159,4.01100670616142,5.26114603958558,0.3,0.85,1.25,5.28175201045815
11265,1,13,CEV,scram,74,0.529428571428571,74,2594,60.6728212663438,2.5938972691074,2.89399155485444,3.74415407550987,4.74430130084511,0.3,0.85,1,4.76518132898491
11265,1,14,CEV,scram,71,0.522285714285714,0,2644,65.4381042842288,2.64378992293496,2.94389398652129,3.79405259597115,4.84418187220581,0.3,0.85,1.05,4.86514906224329
11265,1,15,CEV,scram,78,0.503285714285714,78,2777,70.3033528004307,2.776813254226,3.07691145106219,3.92711727321148,5.17726526688784,0.3,0.85,1.25,5.19887974590529
11265,1,16,CEV,scram,77,0.496285714285714,77,2826,75.502334235236,2.82610694936011,3.12620207318105,3.97637101914734,5.07651363511104,0.3,0.85,1.1,5.09788981557358
11265,1,17,CEV,scram,71,0.498571428571429,0,2810,80.6003221080173,2.80974816624075,3.10984692187048,3.96001670602709,5.31015981070232,0.3,0.85,1.35,5.33187625801656
11265,1,18,CEV,scram,75,0.494,75,2842,85.9322969819186,2.84269425296225,3.14278937678318,3.99299128795974,5.49313138949219,0.3,0.85,1.5,5.51510597008746
11265,1,19,CEV,scram,80,0.491428571428571,0,2860,91.4475049203029,2.86010065523442,3.16020360135008,4.01038511877414,5.46053059818223,0.3,0.85,1.45,5.50585451500956
11265,1,20,CEV,scram,74,0.528428571428571,74,2601,96.9534655940952,2.60129513661377,2.90142182877753,3.75159049546346,5.2017099938821,0.3,0.85,1.45,5.22448104433715
11265,1,21,CEV,scram,75,0.494142857142857,75,2841,102.178049165406,2.84160025930032,3.14169231010601,3.99185371329077,4.99196713557467,0.3,0.85,1,5.01476612256374
11265,1,22,CEV,scram,79,0.484571428571429,0,2908,107.192916418076,2.90839617885649,3.20849409641232,4.05863845825661,5.05876864248421,0.3,0.85,1,5.08182352792937
11265,1,23,CEV,scram,74,0.503571428571429,74,2775,112.274840517435,2.77483199676499,3.0749413681915,3.92511673970148,5.12523686664645,0.3,0.85,1.2,5.14849513000809
11265,1,24,CEV,scram,68,0.544142857142857,68,2491,117.423437336343,2.4913012686884,2.79139276081696,3.64157930680085,4.84170222748071,0.3,0.85,1.2,4.86513872572687
11265,1,25,CEV,scram,69,0.532285714285714,69,2574,122.288682220737,2.57444759039208,2.87454522855114,3.72471864440013,5.07484638411552,0.3,0.85,1.35,5.09860443160869
11265,1,26,CEV,scram,72,0.532285714285714,0,2574,127.387390855583,2.57404753949959,2.8741421046434,3.72430574265309,4.82441958400887,0.3,0.85,1.1,4.84850169497076
11265,1,27,CEV,scram,78,0.489428571428571,78,2874,132.235995915718,2.873765799799,3.17387656809296,4.0240337807918,5.27415411733091,0.3,0.85,1.25,5.29832618380897
11265,1,28,CEV,scram,80,0.48,80,2940,137.534422950353,2.94024268456269,3.24037133215461,4.09055955440272,5.3406687163515,0.3,0.85,1.25,5.36510282731615
11265,1,29,CEV,scram,79,0.456285714285714,79,3106,142.899626907893,3.10657304211054,3.4066662103869,4.25684269925114,5.25694969610777,0.3,0.85,1,5.28153187059797
11265,1,30,CEV,scram,85,0.451428571428571,85,3140,148.181258232566,3.1398261510767,3.43992770032492,4.29009971930645,5.64023528131656,0.3,0.85,1.35,5.66499205899891
11265,1,31,CEV,scram,80,0.456285714285714,0,3106,153.846349466243,3.10621182294562,3.40630722616334,4.25650829914957,5.60663017223123,0.3,0.85,1.35,5.63215017539915
11265,1,32,CEV,scram,76,0.458714285714286,76,3089,159.478600213188,3.08879564295057,3.38888713507913,4.23909323662519,5.28924095095135,0.3,0.85,1.05,5.31492997007445
11265,1,33,CEV,scram,83,0.442142857142857,83,3205,164.793631872162,3.20532805146649,3.50541926419828,4.35558457847219,5.85572719445918,0.3,0.85,1.5,5.88136536907405
11265,1,34,CEV,scram,84,0.458857142857143,0,3088,170.67509948893,3.08861321758013,3.38870582706295,4.23886862711515,5.63899853185285,0.3,0.85,1.4,5.6647872843314
11265,1,35,CEV,scram,88,0.435,88,3255,176.339989020955,3.25522489589639,3.55534069275018,4.40553617849946,5.75566643243656,0.3,0.85,1.35,5.78164124209434
11265,1,36,CEV,scram,100,0.366,0,3738,182.121730555082,3.73799742711708,4.03809031599667,4.88826848112512,5.93838127481285,0.3,0.85,1.05,5.96476228127722
11265,1,37,CEV,scram,81,0.437428571428571,0,3238,188.086593128392,3.23800538899377,3.53810833499301,4.38828286842909,5.73841731285211,0.3,0.85,1.35,5.76498325914145
11265,1,38,CEV,scram,88,0.420857142857143,0,3354,193.851681149448,3.35431486403104,3.65440859098453,4.50457278778777,5.6047159624286,0.3,0.85,1.1,5.63164648017846
11265,1,39,CEV,scram,85,0.454142857142857,85,3121,199.483429877204,3.12080306303687,3.42089232010767,4.27108054235578,5.57121757103596,0.3,0.85,1.3,5.59859479346778
11265,1,40,CEV,scram,79,0.447142857142857,0,3170,205.082126918365,3.17024482158013,3.47033798985649,4.32051224389579,5.57064878358506,0.3,0.85,1.25,5.59785000607371
11265,1,41,CEV,scram,85,0.420857142857143,0,3354,210.680076937191,3.35372065438423,3.65381577820517,4.50398193055298,5.60409102262929,0.3,0.85,1.1,5.63142773730215
11265,1,42,CEV,scram,92,0.411428571428571,0,3420,216.311604407849,3.42032465012744,3.72044324059971,4.57061470102053,5.92073489783797,0.3,0.85,1.35,5.94861860934179
11265,1,43,CEV,scram,89,0.425857142857143,0,3319,222.260324426694,3.31967554532457,3.61976759613026,4.46993793908041,5.47004409774672,0.3,0.85,1,5.49795434891712
11265,1,44,CEV,scram,78,0.499571428571429,0,2803,227.758379626437,2.80332807661034,3.10341649572365,3.95358907349873,5.40373175917193,0.3,0.85,1.45,5.43190964218229
11265,1,45,CEV,scram,54,0.666285714285714,54,1636,233.190390119446,1.63656665862072,1.93665451894049,2.78684190299828,4.03696084278636,0.3,0.85,1.25,4.06534350034781
11265,1,46,CEV,scram,87,0.409142857142857,0,3436,237.255833632429,3.43586182047147,3.73595917923376,4.5861303601414,5.88624671578873,0.3,0.85,1.3,5.92394899355713
11265,1,47,CEV,scram,96,0.398571428571429,96,3510,243.179886549828,3.50982485199347,3.80991941713728,4.66009255358949,6.06023083941545,0.3,0.85,1.4,6.08908115420491
11265,1,48,CEV,scram,90,0.404571428571429,0,3468,249.269069392933,3.46868219284806,3.76877759594936,4.61894458648749,5.86909090401605,0.3,0.85,1.25,5.89824377116747
11265,1,49,CEV,scram,89,0.430714285714286,0,3285,255.167413456133,3.28511975682341,3.58521376329008,4.43538187118247,5.83552546484862,0.3,0.85,1.4,5.86467386223376
11265,1,50,CEV,scram,84,0.414,0,3402,261.032187889796,3.40172256529331,3.70184813986998,4.55205424153246,5.80220167641528,0.3,0.85,1.25,5.83175627072342
11265,1,51,CEV,scram,92,0.414142857142857,0,3401,266.864050039905,3.40125183505006,3.70136511756573,4.55152707954403,5.65163645101711,0.3,0.85,1.1,5.68139051191974
11265,1,52,CEV,scram,91,0.421285714285714,91,3351,272.545544196269,3.35124128905591,3.65133082552347,4.50150144775398,5.70164085098077,0.3,0.85,1.2,5.73181870882399
11265,1,53,CEV,scram,93,0.411857142857143,0,3417,278.277463197126,3.41742344351951,3.71751744986977,4.5676791324513,5.91781972290482,0.3,0.85,1.35,5.9479531616671
11265,1,54,CEV,scram,88,0.433285714285714,88,3267,284.225521400105,3.2674490751233,3.56753972917795,4.41770224983338,5.71783899900038,0.3,0.85,1.3,5.74810681235977
11265,1,55,CEV,scram,89,0.407142857142857,0,3450,289.973730739555,3.4506234730361,3.75071105395909,4.60087106039282,6.05101179052144,0.3,0.85,1.45,6.08158858178649
11265,1,56,CEV,scram,93,0.421428571428571,0,3350,296.055421010242,3.35029675555415,3.65039132058155,4.50060524442233,5.55075379682239,0.3,0.85,1.05,5.59875207603909
11265,1,57,CEV,scram,81,0.454857142857143,0,3116,301.654276451329,3.11633685289416,3.41646103060339,4.26666433864739,5.36678628146183,0.3,0.85,1.1,5.39809864107519
11265,1,58,CEV,scram,94,0.404857142857143,0,3466,307.052475384437,3.46626931638457,3.76636024971958,4.61653059255332,5.76664296723902,0.3,0.85,1.15,5.79814613307826
