id,dataset,model,n_runs,evo_fname,obs_fname,F,LL,AIC,BIC,R2,alpha,beta,alpha_transformed,beta_transformed,alpha_ffx,beta_ffx,alpha_transformed_ffx,beta_transformed_ffx
11319,mmclock_fmri,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1397.77128109959,-1390.94741781482,-1392.94741781482,-1396.93888236193,0.0114132308332124,-1.35923089935853,2.94112243689447,0.204365329723396,18.937090076208,-1.30993845302394,2.92979850422132,0.21249714334097,18.7238573383337
11321,mmclock_fmri,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1349.00047679325,-1344.62764244114,-1346.62764244114,-1350.61910698825,0.0240598732745547,5.45129388524177,3.12349211366298,0.995727582512328,22.7256016205106,2.94103267597638,3.11403954786823,0.949837952362635,22.5117984621366
11322,mmclock_fmri,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1246.22164310745,-1241.56907616695,-1243.56907616695,-1247.56054071406,0.0512846746106825,5.8780619316896,3.01547580695569,0.997207612251789,20.3987945201711,3.07894391312829,3.01205841744807,0.956015797962168,20.3292028724208
11323,mmclock_fmri,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1254.43298352866,-1246.56223398399,-1248.56223398399,-1252.55369853109,0.041471633126267,-2.39633165323434,2.32532378095122,0.0834528543390327,10.2299918261073,-2.35734484077478,2.32281393059432,0.0864837332978367,10.2043482716751
11324,mmclock_fmri,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1314.34542101446,-1310.01174679514,-1312.01174679514,-1316.00321134225,0.0290966112828287,4.88326248427936,3.04757032679842,0.992484639061356,21.0641033108407,2.55848333134905,3.02478552537726,0.928141369230234,20.5895882934265
11325,mmclock_fmri,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1227.63680623655,-1219.82890105833,-1221.82890105833,-1225.82036560543,0.0694631819251282,-0.00574530994940208,2.80311427936119,0.498563676463565,16.4959398241301,-0.010670746723951,2.79514925853485,0.4973323386317,16.3650711974246
11326,mmclock_fmri,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1400.97957559258,-1396.81839594383,-1398.81839594383,-1402.80986049094,0.0144348030683288,4.54352010881122,3.3183419596485,0.989476030843102,27.6145265806541,2.17827692119393,3.28672637497639,0.898281739550203,26.755133861302
11328,mmclock_fmri,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1376.73012069295,-1372.61862970021,-1374.61862970021,-1378.61009424731,0.0139826366185558,4.94269742533687,3.37941674707259,0.992915226779391,29.3536455198191,2.4625134602491,3.35370782093042,0.921471733560074,28.6086128454042
11329,mmclock_fmri,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1231.24557494342,-1226.74321561369,-1228.74321561369,-1232.7346801608,0.0427130779386896,4.58461715080699,2.8430423235166,0.989895486376538,17.1679165230049,1.82595570220265,2.8185647174478,0.861279230618312,16.7527884232831
11331,mmclock_fmri,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1252.73959560653,-1245.68541741288,-1247.68541741288,-1251.67688195999,0.045193608027475,0.927601174555399,2.87005424471384,0.716588362495939,17.6379749407915,0.868243104494561,2.86051742834054,0.704379993132212,17.4705643633949
11335,mmclock_fmri,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1346.34509349428,-1339.22908296024,-1341.22908296024,-1345.22054750735,0.0163707566206563,-2.58631982825008,2.62837145413787,0.0700240593042489,13.8511942193206,-2.52484648647908,2.64093742838524,0.0741346014645473,14.0263461416934
11336,mmclock_fmri,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1379.89102257893,-1372.98709063152,-1374.98709063152,-1378.97855517863,0.0165965861396715,-2.19703733864278,3.08429914873742,0.100016852744555,21.8521463696429,-2.11890744993645,3.08615276165493,0.107272653911974,21.8926893543206
11337,mmclock_fmri,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1411.33761646106,-1405.97486303193,-1407.97486303193,-1411.96632757904,0.00901590532107177,1.32213484830736,3.4436009886076,0.789536670372789,31.2994644948057,0.805244188263782,3.39285455166258,0.691095144804712,29.7507562448222
11338,mmclock_fmri,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1409.15841764304,-1403.048417764,-1405.048417764,-1409.0398823111,0.00692752782337724,-2.43915190842157,2.47306402530495,0.0802354771423498,11.8587266807398,-2.33998926489906,2.49769174111816,0.0878647751853984,12.1544060403827
11342,mmclock_fmri,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1281.86741638966,-1274.22980085681,-1276.22980085681,-1280.22126540392,0.0279307260941244,-2.17815792615705,2.6790577517611,0.101729133738676,14.5713569899299,-2.14472311611313,2.67541275467639,0.104825358524138,14.5183411162313
11343,mmclock_fmri,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1343.19303822041,-1335.66044485809,-1337.66044485809,-1341.6519094052,0.0220181331080296,-1.44201262266617,2.80800314904835,0.191233875881555,16.5767837810615,-1.42555126436987,2.79365437902051,0.193792795312257,16.3406256638568
11344,mmclock_fmri,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1207.1983213428,-1199.18432691584,-1201.18432691584,-1205.17579146295,0.0430178811230738,-2.18457866704031,2.29575180912605,0.101143902960038,9.9319000992831,-2.16010026500772,2.28834790725706,0.10339115637952,9.85863683725374
11345,mmclock_fmri,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1299.06384113251,-1294.52581461542,-1296.52581461542,-1300.51727916253,0.0344376610602525,5.72151575698919,2.90999295789794,0.996735945517632,18.3566692970241,3.09478014359685,2.90143009157992,0.956676916858533,18.2001546551055
11346,mmclock_fmri,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1344.03816868618,-1337.22376509143,-1339.22376509143,-1343.21522963854,0.0139174149975176,-2.66127972631843,2.95592951903016,0.065297183834434,19.2195793842821,-2.57404425213401,2.99018043459417,0.0708276849033333,19.8892708803399
11347,mmclock_fmri,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1351.72182013685,-1344.62595280769,-1346.62595280769,-1350.6174173548,0.0171483271933589,-2.8066253773018,2.63595841480332,0.0569672012745919,13.9566823461583,-1.09847689794719,3.17270189000738,0.250025386619412,23.8718965386427
11350,mmclock_fmri,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1432.56091934975,-1426.50491375528,-1428.50491375528,-1432.49637830239,0.00772093294232068,0.221190506370819,3.61017658592232,0.555073270060321,36.9725810757359,0.152835508540885,3.56944974646506,0.538134674672796,35.4970553965502
11353,mmclock_fmri,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1276.54080075486,-1272.15108703236,-1274.15108703236,-1278.14255157947,0.0365350180619495,4.65098342922895,2.80386695819338,0.990538177855714,16.5083606427099,2.20970365385692,2.77169076881269,0.901117524116891,15.9856391937991
11366,mmclock_fmri,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1347.54003693364,-1341.99291315576,-1343.99291315576,-1347.98437770286,0.012704563124769,0.923273741302141,3.46226070609124,0.715708683195762,31.8889867135579,0.733407369705635,3.44842130104743,0.675552550588836,31.4507019058185
