,function,run,trial,block,null,starttime,mag,scoreinc,freq,ev,RT,emotion
0,CEV,1,1,1,0,1.1892829954449553,46,0,0.7735714285714286,35.45285714285715,885,scram
1,CEV,1,2,1,0,4.06963594534318,42,0,0.8475714285714285,35.30485714285714,367,scram
2,CEV,1,3,1,0,7.985026588576147,53,53,0.659,35.023,1687,scram
3,CEV,1,4,1,0,12.400224330165656,58,58,0.6174285714285714,35.76514285714286,1978,scram
4,CEV,1,5,1,0,16.765467398770852,61,61,0.6091428571428572,37.00000000000001,2036,scram
5,CEV,1,6,1,0,21.51387843984412,64,64,0.5687142857142857,36.431285714285714,2319,scram
6,CEV,1,7,1,0,26.66219812852796,64,64,0.5472857142857143,34.81085714285714,2469,scram
7,CEV,1,8,1,0,31.79386793571757,72,0,0.5354285714285714,38.60628571428571,2552,scram
8,CEV,1,9,1,0,36.29238269108464,68,68,0.5688571428571428,38.70657142857143,2318,scram
9,CEV,1,10,1,0,41.30742398824077,60,60,0.5665714285714285,34.167142857142856,2334,scram
10,CEV,1,11,1,0,46.10581708009704,63,0,0.5618571428571428,35.31442857142857,2367,scram
11,CEV,1,12,1,0,51.87063607244636,84,0,0.4595714285714285,38.37871428571428,3083,scram
12,CEV,1,13,1,0,58.05193676849012,106,0,0.36442857142857144,38.45771428571429,3749,scram
13,CEV,1,14,1,0,60.78432426467771,45,45,0.8214285714285714,37.0,550,scram
14,CEV,1,15,1,0,63.86668389418628,52,52,0.7771428571428571,40.10857142857143,860,scram
15,CEV,1,16,1,0,67.48266134381993,53,53,0.731,38.461999999999996,1183,scram
16,CEV,1,17,1,0,71.19755387905752,50,0,0.6988571428571428,34.90342857142857,1408,scram
17,CEV,1,18,1,0,74.74639989159186,49,49,0.755,37.0,1015,scram
18,CEV,1,19,1,0,77.9786551083962,50,0,0.8217142857142857,41.10857142857143,548,scram
19,CEV,1,20,1,0,83.27691480339854,75,75,0.5194285714285714,39.07771428571428,2664,scram
20,CEV,1,21,1,0,88.7918372307031,76,76,0.48857142857142855,37.0,2880,scram
