,function,run,trial,block,null,starttime,mag,scoreinc,freq,ev,RT,emotion
0,CEV,1,1,1,0,1.188534855726175,46,0,0.7737142857142857,35.45257142857143,884,scram
1,CEV,1,2,1,0,5.36849040875677,54,0,0.6612857142857143,35.67742857142857,1671,scram
2,CEV,1,3,1,0,11.183242842322215,92,92,0.38757142857142857,35.83728571428571,3587,scram
3,CEV,1,4,1,0,17.247918660053983,95,0,0.38157142857142856,36.23685714285714,3629,scram
4,CEV,1,5,1,0,22.94601269159466,88,88,0.4187142857142857,37.0,3369,scram
5,CEV,1,6,1,0,28.744123624637723,87,0,0.4185714285714286,36.581428571428575,3370,scram
6,CEV,1,7,1,0,34.875451489002444,87,87,0.4068571428571428,35.372571428571426,3452,scram
7,CEV,1,8,1,0,40.99007890664507,97,0,0.39514285714285713,38.185428571428574,3534,scram
8,CEV,1,9,1,0,46.53829858265817,91,91,0.4187142857142857,38.256142857142855,3369,scram
9,CEV,1,10,1,0,52.60291545430664,84,84,0.4164285714285715,34.91785714285715,3385,scram
10,CEV,1,11,1,0,58.001154057332315,75,0,0.476,35.571999999999996,2968,scram
11,CEV,1,12,1,0,63.98250308353454,89,0,0.4284285714285714,38.28528571428571,3301,scram
12,CEV,1,13,1,0,69.78060312138405,92,0,0.41900000000000004,38.67600000000001,3367,scram
13,CEV,1,14,1,0,75.24550941528287,86,0,0.4308571428571428,37.0,3284,scram
14,CEV,1,15,1,0,79.99391766276676,73,73,0.5389999999999999,39.15599999999999,2527,scram
15,CEV,1,16,1,0,84.99231522448827,71,71,0.5334285714285714,38.06685714285714,2566,scram
16,CEV,1,17,1,0,89.49082020204514,60,0,0.5841428571428571,35.24757142857142,2211,scram
17,CEV,1,18,1,0,94.47246144409291,67,67,0.5502857142857143,37.0,2448,scram
18,CEV,1,19,1,0,99.83742570632603,77,0,0.5168571428571429,39.58428571428572,2682,scram
19,CEV,1,20,1,0,104.96911674528383,72,72,0.5431428571428571,39.17257142857143,2498,scram
20,CEV,1,21,1,0,110.06737532280385,68,68,0.5478571428571428,36.99999999999999,2465,scram
21,CEV,1,22,1,0,114.68250629620161,70,0,0.5527142857142857,38.658142857142856,2431,scram
22,CEV,1,23,1,0,119.29765235527884,68,68,0.5528571428571429,37.55285714285715,2430,scram
23,CEV,1,24,1,0,124.09609880589414,67,67,0.5558571428571428,37.0,2409,scram
24,CEV,1,25,1,0,128.82789991470054,65,65,0.5648571428571428,36.43514285714286,2346,scram
25,CEV,1,26,1,0,133.74294386582915,68,0,0.5601428571428572,38.120285714285714,2379,scram
26,CEV,1,27,1,0,138.52469797141384,70,70,0.5434285714285714,38.08685714285714,2496,scram
27,CEV,1,28,1,0,143.42307807283942,70,70,0.5482857142857143,38.64485714285715,2462,scram
28,CEV,1,29,1,0,148.3881191604305,67,67,0.5388571428571429,35.92228571428572,2528,scram
29,CEV,1,30,1,0,152.95324182265904,69,69,0.5602857142857143,38.68085714285714,2378,scram
30,CEV,1,31,1,0,157.88499124895316,65,0,0.558,36.442,2394,scram
31,CEV,1,32,1,0,162.83333971223328,62,62,0.5555714285714286,34.22214285714286,2411,scram
32,CEV,1,33,1,0,167.4651887321379,65,65,0.558,36.442,2394,scram
33,CEV,1,34,1,0,172.51350436999928,69,0,0.5628571428571428,38.68857142857142,2360,scram
34,CEV,1,35,1,0,177.47857115918305,69,69,0.5605714285714285,38.68171428571428,2376,scram
35,CEV,1,36,1,0,182.39356789761223,65,0,0.5605714285714285,36.439428571428564,2376,scram
36,CEV,1,37,1,0,187.10885657253675,64,64,0.5462857142857143,34.814857142857136,2476,scram
37,CEV,1,38,1,0,192.09042992896866,67,0,0.5511428571428572,37.00000000000001,2442,scram
38,CEV,1,39,1,0,194.9727903965395,49,49,0.8154285714285714,40.261714285714284,592,scram
39,CEV,1,40,1,0,198.02197681553662,41,41,0.8202857142857143,33.71885714285714,558,scram
40,CEV,1,41,1,0,201.1707594122272,43,43,0.7988571428571428,34.603428571428566,708,scram
41,CEV,1,42,1,0,204.23641161096748,49,49,0.7892857142857143,38.57857142857142,775,scram
42,CEV,1,43,1,0,207.6186439896701,49,0,0.7798571428571428,38.559714285714286,841,scram
43,CEV,1,44,1,0,210.36769421817735,49,49,0.8204285714285714,40.28171428571429,557,scram
44,CEV,1,45,1,0,213.6166529544862,43,43,0.8132857142857143,35.37342857142857,607,scram
45,CEV,1,46,1,0,216.68232834059745,43,43,0.8109999999999999,34.56699999999999,623,scram
46,CEV,1,47,1,0,219.91457601462025,50,50,0.7944285714285715,39.38328571428572,739,scram
47,CEV,1,48,1,0,223.18017234036233,45,45,0.804,36.196000000000005,672,scram
48,CEV,1,49,1,0,226.21252952539362,48,48,0.8158571428571428,39.44757142857142,589,scram
49,CEV,1,50,1,0,229.42813541949727,41,41,0.8112857142857143,32.943571428571424,621,scram
50,CEV,1,51,1,0,232.5770403780043,49,0,0.7992857142857143,39.39785714285714,705,scram
51,CEV,1,52,1,0,235.49280732613988,49,49,0.8112857142857143,39.43385714285714,621,scram
52,CEV,1,53,1,0,238.49181949102785,48,48,0.8137142857142857,39.44114285714286,604,scram
53,CEV,1,54,1,0,241.55745436926372,48,48,0.8257142857142857,39.47714285714286,520,scram
54,CEV,1,55,1,0,244.60644579131622,43,43,0.821,35.358,553,scram
55,CEV,1,56,1,0,247.8388605256332,50,50,0.8162857142857143,41.081428571428575,586,scram
56,CEV,1,57,1,0,250.62113983766176,45,0,0.8212857142857143,37.0,551,scram
57,CEV,1,58,1,0,253.60348312428687,49,0,0.802,39.406,686,scram
58,CEV,1,59,1,0,257.4189409548417,51,51,0.6902857142857143,34.92914285714286,1468,scram
59,CEV,1,60,1,0,261.2176673292415,48,48,0.7212857142857143,34.83614285714286,1251,scram
60,CEV,1,61,1,0,265.16636276396457,58,58,0.6712857142857143,39.01385714285714,1601,scram
61,CEV,1,62,1,0,269.2817648611963,57,0,0.6261428571428571,35.74771428571428,1917,scram
62,CEV,1,63,1,0,272.613901766832,41,0,0.8095714285714286,32.95214285714286,633,scram
63,IEV,2,64,2,0,1.105508940294385,17,0,0.8800839670782131,15.051226061367883,805,happy
64,IEV,2,65,2,0,4.837626011110842,29,29,0.8315887586821845,23.91736179746579,1432,happy
65,IEV,2,66,2,0,9.252800565445796,34,0,0.7929844126045962,27.042447707615683,1764,happy
66,IEV,2,67,2,0,12.551715371548198,26,26,0.8685373114013567,22.86591044492226,998,happy
67,IEV,2,68,2,0,15.650795003282838,15,0,0.8926421795239461,13.742646775814803,498,happy
68,IEV,2,69,2,0,20.699090806185268,55,0,0.6966724804471398,38.5514375636813,2397,happy
69,IEV,2,70,2,0,23.714735252666287,17,17,0.8845275371195204,15.205073570729427,714,happy
70,IEV,2,71,2,0,27.380215641926043,30,30,0.8334277808469033,25.381059881586857,1414,happy
71,IEV,2,72,2,0,32.711748839588836,62,0,0.6457900931935407,39.91050841785221,2679,happy
72,IEV,2,73,2,0,37.34360651974566,46,46,0.7166534458476594,32.84440384566752,2279,happy
73,IEV,2,74,2,0,40.942492411704734,31,0,0.8448263694861313,25.791012897657946,1296,happy
74,IEV,2,75,2,0,46.757173607242294,93,0,0.49944664888730567,46.491780564363026,3411,happy
75,IEV,2,76,2,0,49.97280743776355,20,20,0.8887752653071714,18.020662696291023,612,happy
76,IEV,2,77,2,0,53.57160002179444,30,30,0.8402317019130807,25.46686591683604,1345,happy
77,IEV,2,78,2,0,57.736882201512344,37,37,0.7933722922977735,29.38557575820704,1761,happy
78,IEV,2,79,2,0,62.35201429226436,46,0,0.7357665468883349,33.52280243773394,2161,happy
79,IEV,2,80,2,0,67.38373173121363,61,61,0.6554754406342701,39.93868803554847,2627,happy
80,IEV,2,81,2,0,72.44869948551059,63,63,0.6493436322075691,40.980550505394724,2660,happy
81,IEV,2,82,2,0,77.61368777311873,59,0,0.6399569426978404,37.722273436498924,2710,happy
82,IEV,2,83,2,0,82.47873877815437,63,0,0.6615549298151084,41.52895288635813,2594,happy
83,IEV,2,84,2,0,85.34446752304211,15,15,0.8888509957374315,13.563050844982296,610,happy
84,IEV,2,85,2,0,88.31015170924366,22,22,0.8869538323711884,19.223599047962338,658,happy
85,IEV,2,86,2,0,92.25886586145498,25,25,0.8516482919457893,21.591703211814497,1219,happy
86,IEV,2,87,2,0,96.02430448553059,33,33,0.8288856943128268,27.52830106749907,1458,happy
87,IEV,2,88,2,0,99.93965294468217,31,31,0.8122204917066829,25.14579064971639,1608,happy
88,IEV,2,89,2,0,104.40485089586582,38,38,0.7872159111208741,29.94861266874323,1808,happy
89,IEV,2,90,2,0,108.45357133378275,40,0,0.7924661581331156,31.846591187267,1768,happy
90,IEV,2,91,2,0,113.28525860130321,52,0,0.7176467533726858,37.072531523963626,2273,happy
91,IEV,2,92,2,0,119.44991500314791,93,93,0.49486847985467364,46.22520811722341,3433,happy
92,IEV,2,93,2,0,125.58126828959212,103,103,0.48715944533539385,50.022582216400664,3470,happy
93,IEV,2,94,2,0,131.39597267250065,106,0,0.4798582197490603,50.81249994756705,3505,happy
94,IEV,2,95,2,0,137.24420003092382,94,94,0.4938273709484825,46.27786391225027,3438,happy
95,IEV,2,96,2,0,143.02547139371745,92,92,0.5006944283287305,45.92848863594513,3405,happy
96,IEV,2,97,2,0,148.7902786526829,97,97,0.5112846075202429,49.47038667666827,3354,happy
97,IEV,2,98,2,0,154.35510490857996,94,0,0.5218416045510501,48.99649757999282,3303,happy
98,IEV,2,99,2,0,160.25315535906702,93,93,0.5044355146526219,46.74497214551054,3387,happy
99,IEV,2,100,2,0,166.21786679583602,94,0,0.5073427725745057,47.61496080217374,3373,happy
100,IEV,2,101,2,0,171.7993429332273,93,93,0.518533576697277,48.10918656223817,3319,happy
101,IEV,2,102,2,0,177.8640827256022,89,0,0.5116992755374902,45.35839958971689,3352,happy
102,IEV,2,103,2,0,183.86207995703444,95,95,0.515014735001738,48.78927140638128,3336,happy
103,IEV,2,104,2,0,189.62688414310105,90,90,0.5323588162128421,47.980294830531044,3252,happy
104,IEV,2,105,2,0,195.29162589099724,90,0,0.5220482283977201,46.89891228001201,3302,happy
105,IEV,2,106,2,0,200.95642379124183,87,87,0.522254836898892,45.3219251232119,3301,happy
106,IEV,2,107,2,0,206.53795608098153,87,0,0.5368817136760956,46.69029117213521,3230,happy
107,IEV,2,108,2,0,212.51929896115325,88,0,0.5189472873392409,45.494957076818515,3317,happy
108,IEV,2,109,2,0,216.18478577584028,26,0,0.8296188661662136,21.64414929310227,1451,happy
109,IEV,2,110,2,0,221.19976226019207,51,51,0.6961537228882235,35.8024472904116,2400,happy
110,IEV,2,111,2,0,226.26478113839403,55,55,0.7011464670725007,38.242335650206265,2371,happy
111,IEV,2,112,2,0,231.24647182808258,53,53,0.6933782723564156,36.696773353098145,2416,happy
112,IEV,2,113,2,0,236.06165755703114,45,0,0.7136600855533706,32.363968986382005,2297,happy
113,IEV,2,114,2,0,241.80966659169644,77,77,0.5569103540144063,42.881361925366896,3132,happy
114,IEV,2,115,2,0,247.30787879461423,78,78,0.572086259368762,44.86007873013293,3057,happy
115,IEV,2,116,2,0,252.90605034993496,67,67,0.6070535781073284,40.47366719231124,2881,happy
116,IEV,2,117,2,0,258.55419892747886,86,0,0.546921710710971,47.276126038660195,3181,happy
117,IEV,2,118,2,0,264.1190296531422,69,0,0.6039170665367091,41.87565540192057,2897,happy
118,IEV,2,119,2,0,269.93389634706546,104,0,0.46064076038731466,47.898437777403835,3597,happy
119,IEV,2,120,2,0,273.2493255427107,19,19,0.8852886032897301,16.846731710394714,697,happy
120,IEV,2,121,2,0,276.91489141772036,23,23,0.849223901982989,19.33929808613388,1247,happy
121,IEV,2,122,2,0,281.1133954175748,33,33,0.8155838689857846,27.246696499964887,1579,happy
122,IEV,2,123,2,0,285.1287266956642,35,0,0.7953012419912834,27.61609127545127,1746,happy
123,IEV,2,124,2,0,290.1604245790513,48,48,0.7111503411485245,33.98308219988833,2312,happy
124,IEV,2,125,2,0,294.8088899566792,56,56,0.6911124566642185,38.930961874433024,2429,happy
125,IEV,2,126,2,0,299.8906190590933,60,60,0.667580501992125,39.815719302222554,2561,happy
126,CEVR,3,127,3,0,0.9220808789832518,163,0,0.22803310441979222,37.228033104419794,621,scram
127,CEVR,3,128,3,0,4.637480741250329,135,135,0.26668039538714994,35.9332784184514,1444,scram
128,CEVR,3,129,3,0,8.869400440482423,137,0,0.27611940298507465,37.82835820895523,1610,scram
129,CEVR,3,130,3,0,12.801425320794806,134,0,0.27035490605427975,36.18893528183716,1510,scram
130,CEVR,3,131,3,0,16.88363521057181,137,137,0.2732067510548523,37.54641350210971,1560,scram
131,CEVR,3,132,3,0,20.998747606179677,126,0,0.2841158402808249,35.8635366388767,1742,scram
132,CEVR,3,133,3,0,25.380678549874574,135,0,0.2790346907993967,37.55806938159879,1659,scram
133,CEVR,3,134,3,0,29.196057878783904,132,0,0.2750637213254036,36.17480883602379,1592,scram
134,CEVR,3,135,3,0,33.46131729031913,128,0,0.2904890085240018,37.290489008524,1842,scram
135,CEVR,3,136,3,0,38.62628518429119,112,112,0.3355791655869396,37.67115833117388,2441,scram
136,CEVR,3,137,3,0,43.60806471214164,106,106,0.33264834318006675,35.33675828409966,2407,scram
137,CEVR,3,138,3,0,48.33978955424391,115,115,0.32843012934313975,37.65686025868628,2357,scram
138,CEVR,3,139,3,0,53.23813948419411,107,107,0.3340211503740005,35.663915398503995,2423,scram
139,CEVR,3,140,3,0,58.08657077921089,114,0,0.33281932665124647,37.998457979953734,2409,scram
140,CEVR,3,141,3,0,62.635038810782135,111,0,0.3255404725992961,36.023378582202106,2322,scram
141,CEVR,3,142,3,0,68.26665763382334,95,95,0.3815556865055981,36.23688862698881,2906,scram
142,CEVR,3,143,3,0,73.9313206007937,96,96,0.37932044522554187,36.241359109548924,2886,scram
143,CEVR,3,144,3,0,79.1296156354947,94,0,0.37755102040816324,35.48979591836734,2870,scram
144,CEVR,3,145,3,0,84.42791947012302,98,0,0.3722334004024145,36.627766599597585,2821,scram
145,CEVR,3,146,3,0,90.10934378532693,87,0,0.43209876543209874,37.4320987654321,3303,scram
146,CEVR,3,147,3,0,92.99173218943179,165,0,0.22541340295909484,37.22541340295909,555,scram
147,CEVR,3,148,3,0,96.67400856805034,155,0,0.24223718668163113,37.48447437336326,954,scram
148,CEVR,3,149,3,0,100.50592323881574,137,0,0.2728613569321534,37.272861356932154,1554,scram
