,function,run,trial,block,null,starttime,mag,scoreinc,freq,ev,RT,emotion
0,CEV,1,1,1,0,1.0524030288215727,44,0,0.7972857142857143,35.40542857142857,719,scram
1,CEV,1,2,1,0,4.852789949509315,50,0,0.7132857142857143,35.57342857142857,1307,scram
2,CEV,1,3,1,0,9.03476000437513,57,57,0.6195714285714286,35.141285714285715,1963,scram
3,CEV,1,4,1,0,13.566611119545996,60,60,0.5988571428571429,35.802285714285716,2108,scram
4,CEV,1,5,1,0,18.348347625229508,67,67,0.5507142857142857,37.0,2445,scram
5,CEV,1,6,1,0,23.6132854874013,74,0,0.49342857142857144,36.50657142857143,2846,scram
6,CEV,1,7,1,0,28.21176629990805,55,55,0.6258571428571429,34.49657142857143,1919,scram
7,CEV,1,8,1,0,32.89358172612265,65,0,0.5982857142857143,38.79485714285714,2112,scram
8,CEV,1,9,1,0,36.59232332604006,57,57,0.6817142857142857,39.04514285714286,1528,scram
9,CEV,1,10,1,0,40.69096938299481,48,48,0.696,33.519999999999996,1428,scram
10,CEV,1,11,1,0,44.43980030983221,49,49,0.7102857142857143,34.86914285714286,1328,scram
11,CEV,1,12,1,0,48.30515498481691,54,0,0.7292857142857143,39.18785714285715,1195,scram
12,CEV,1,13,1,0,52.73707412532531,64,64,0.6127142857142858,39.450857142857146,2011,scram
13,CEV,1,14,1,0,57.018951850011945,62,0,0.5984285714285714,37.0,2111,scram
14,CEV,1,15,1,0,60.26788460544776,53,53,0.7531428571428571,40.01257142857143,1028,scram
15,CEV,1,16,1,0,63.55015064764302,50,50,0.7771428571428571,38.55428571428571,860,scram
16,CEV,1,17,1,0,66.94900413323194,47,0,0.739,34.783,1127,scram
17,CEV,1,18,1,0,72.19733485684264,72,72,0.5105714285714286,37.0,2726,scram
18,CEV,1,19,1,0,77.6621634872863,79,0,0.5011428571428571,39.505714285714284,2792,scram
19,CEV,1,20,1,0,81.2777045685798,53,53,0.7581428571428571,40.03257142857143,993,scram
20,CEV,1,21,1,0,85.07639881607611,51,51,0.732,37.0,1176,scram
21,CEV,1,22,1,0,88.39202915458009,53,0,0.7368571428571429,39.21057142857143,1142,scram
22,CEV,1,23,1,0,92.59057422098704,62,62,0.6107142857142858,37.61071428571429,2025,scram
23,CEV,1,24,1,0,97.05579871183727,62,62,0.6012857142857143,37.0,2091,scram
24,CEV,1,25,1,0,101.47101796453353,60,60,0.6084285714285714,36.39157142857143,2041,scram
25,CEV,1,26,1,0,105.16982521524187,52,52,0.7342857142857142,38.46857142857142,1160,scram
26,CEV,1,27,1,0,108.70194675575476,53,53,0.7204285714285714,38.44085714285714,1257,scram
27,CEV,1,28,1,0,112.26746444031596,53,53,0.737,39.211,1141,scram
28,CEV,1,29,1,0,115.7996119618183,48,48,0.7418571428571429,35.516285714285715,1107,scram
29,CEV,1,30,1,0,119.01523964630906,52,52,0.7512857142857143,39.25385714285714,1041,scram
30,CEV,1,31,1,0,122.59737704088911,48,48,0.749,36.251,1057,scram
31,CEV,1,32,1,0,126.34616718045436,46,46,0.7272857142857143,33.363571428571426,1209,scram
32,CEV,1,33,1,0,130.19489013263956,54,54,0.6681428571428571,36.331857142857146,1623,scram
33,CEV,1,34,1,0,134.1769079589285,55,55,0.7134285714285714,39.14028571428571,1306,scram
34,CEV,1,35,1,0,138.40885280107614,59,59,0.6634285714285715,38.99028571428572,1656,scram
35,CEV,1,36,1,0,142.7907463099109,57,0,0.635,36.365,1855,scram
36,CEV,1,37,1,0,146.30625037534628,48,48,0.7158571428571429,34.13657142857143,1289,scram
37,CEV,1,38,1,0,150.15499679429922,52,52,0.7111428571428571,37.0,1322,scram
38,CEV,1,39,1,0,153.67055254231673,55,55,0.723,39.892,1239,scram
39,CEV,1,40,1,0,157.51922632625792,49,49,0.7041428571428572,34.18342857142857,1371,scram
40,CEV,1,41,1,0,161.0680650753202,47,47,0.7398571428571429,34.78042857142857,1121,scram
41,CEV,1,42,1,0,164.51694223703817,52,52,0.7328571428571429,38.465714285714284,1170,scram
42,CEV,1,43,1,0,168.26569158933125,53,0,0.7255714285714285,38.451142857142855,1221,scram
43,CEV,1,44,1,0,171.8645618367009,57,0,0.6970000000000001,39.788000000000004,1421,scram
44,CEV,1,45,1,0,176.64627403765917,60,60,0.5924285714285714,35.81514285714285,2153,scram
45,CEV,1,46,1,0,181.5114270109916,64,0,0.552,35.344,2436,scram
46,CEV,1,47,1,0,185.14349924365524,53,53,0.7352857142857143,39.20585714285714,1153,scram
47,CEV,1,48,1,0,188.82559347630013,49,49,0.7424285714285714,36.257571428571424,1103,scram
48,CEV,1,49,1,0,192.52438480313867,54,54,0.7187142857142856,39.156142857142854,1269,scram
49,CEV,1,50,1,0,196.3564642992569,46,46,0.7211428571428571,33.39428571428571,1252,scram
50,CEV,1,51,1,0,199.8886411540443,53,0,0.7425714285714285,39.227714285714285,1102,scram
51,CEV,1,52,1,0,204.02064759621862,61,61,0.6354285714285715,38.906285714285715,1852,scram
52,CEV,1,53,1,0,208.21923233254347,61,0,0.6402857142857143,38.92085714285715,1818,scram
53,CEV,1,54,1,0,212.20125267317053,56,56,0.6927142857142857,39.07814285714286,1451,scram
54,CEV,1,55,1,0,215.98335123597644,50,50,0.7141428571428572,35.571714285714286,1301,scram
55,CEV,1,56,1,0,219.9820410135435,58,58,0.7047142857142857,40.52357142857143,1367,scram
56,CEV,1,57,1,0,223.5974968886003,53,0,0.7022857142857143,37.0,1384,scram
57,CEV,1,58,1,0,227.86277138569858,63,0,0.6167142857142858,38.850142857142856,1983,scram
58,CEV,1,59,1,0,231.96141185541637,54,54,0.6477142857142857,35.05685714285714,1766,scram
59,CEV,1,60,1,0,236.02674501924776,51,0,0.681,34.957,1533,scram
60,CEV,1,61,1,0,240.10874510591384,60,60,0.6501428571428571,38.950428571428574,1749,scram
61,CEV,1,62,1,0,243.82418184436392,52,52,0.6811428571428572,35.63771428571429,1532,scram
62,CEV,1,63,1,0,248.00614379753824,49,0,0.6858571428571428,33.57071428571428,1499,scram
63,IEV,2,64,2,0,0.9555228388635442,16,0,0.8870773028465844,13.880146864371746,655,happy
64,IEV,2,65,2,0,4.687605826999061,29,29,0.8299318598292318,24.09887613073091,1448,happy
65,IEV,2,66,2,0,8.919535862863995,31,0,0.8133878831482817,25.026271433914022,1598,happy
66,IEV,2,67,2,0,12.451713276444934,30,30,0.8491361267942079,25.294122306552385,1248,happy
67,IEV,2,68,2,0,15.883924912312068,19,0,0.8778196656050881,16.28605922440869,847,happy
68,IEV,2,69,2,0,19.965923602110706,33,33,0.8300360279518658,27.407650334249755,1447,happy
69,IEV,2,70,2,0,23.664683360606432,26,26,0.8335291722669624,22.035892436538333,1413,happy
70,IEV,2,71,2,0,27.496798894833773,34,34,0.8135041823712637,27.454847083420503,1597,happy
71,IEV,2,72,2,0,31.928649311652407,37,37,0.788803873128794,29.015703773234392,1796,happy
72,IEV,2,73,2,0,36.02731129236054,33,33,0.7932430763599259,26.224543398074523,1762,happy
73,IEV,2,74,2,0,40.192578665795736,42,0,0.7775968062592662,32.3608508514665,1879,happy
74,IEV,2,75,2,0,44.174666053964756,30,30,0.8136204015550041,24.18877998668461,1596,happy
75,IEV,2,76,2,0,48.15667298506014,30,30,0.835340229605699,25.171671039297124,1395,happy
76,IEV,2,77,2,0,51.82215169805568,32,32,0.8319997180195939,26.368118262449656,1428,happy
77,IEV,2,78,2,0,55.50421520054806,29,29,0.844918085705784,24.09073553960832,1295,happy
78,IEV,2,79,2,0,59.252996959141456,28,28,0.8433477427725552,23.42853161132293,1312,happy
79,IEV,2,80,2,0,62.835134353721514,27,27,0.8537585957023079,23.038515731889195,1194,happy
80,IEV,2,81,2,0,66.61721419903915,31,31,0.8354400664560968,25.996124588432124,1394,happy
81,IEV,2,82,2,0,70.38266092480626,24,24,0.8418480978626113,20.234133500415346,1328,happy
82,IEV,2,83,2,0,73.96481619868428,32,0,0.8403274404959319,27.136807058348566,1344,happy
83,IEV,2,84,2,0,77.91351442714222,31,31,0.7998593522776661,24.7798108929867,1710,happy
84,IEV,2,85,2,0,82.0621774555184,40,40,0.7802081929394452,31.355819282345916,1860,happy
85,IEV,2,86,2,0,86.79392436752096,42,42,0.7539538240361663,31.299534044908693,2043,happy
86,IEV,2,87,2,0,90.90924461069517,40,40,0.784679169052305,31.746601389048365,1827,happy
87,IEV,2,88,2,0,95.12456303811632,38,38,0.7710215294914722,29.06357829220013,1926,happy
88,IEV,2,89,2,0,99.70636910561007,41,41,0.7686030934534986,31.583780160344883,1943,happy
89,IEV,2,90,2,0,103.771676288452,41,0,0.7848133664830015,32.519636177993966,1826,happy
90,IEV,2,91,2,0,108.35350079415366,45,45,0.7541038437337149,34.30337679668985,2042,happy
91,IEV,2,92,2,0,113.1186245738063,39,39,0.7491162533208643,29.45486905679657,2075,happy
92,IEV,2,93,2,0,117.78374458209146,45,45,0.7566433977951023,34.09991553657938,2025,happy
93,IEV,2,94,2,0,122.09899526345544,46,46,0.7566433977951023,34.85655893437448,2025,happy
94,IEV,2,95,2,0,126.34759752987884,34,34,0.7804814999422865,26.649016296362714,1858,happy
95,IEV,2,96,2,0,130.6461815678049,36,36,0.7664516323269127,27.934532626284664,1958,happy
96,IEV,2,97,2,0,135.14468850090634,48,48,0.7440531968617309,35.83838223376434,2108,happy
97,IEV,2,98,2,0,139.55991641397122,50,0,0.7337052430281508,36.61975817972071,2174,happy
98,IEV,2,99,2,0,143.99178303394,38,38,0.7690314149775317,29.240110528574668,1940,happy
99,IEV,2,100,2,0,148.15710376598872,32,32,0.8161569472696392,26.37286773028255,1574,happy
100,IEV,2,101,2,0,151.93917243671604,34,34,0.8200005415968326,27.618616971525523,1540,happy
101,IEV,2,102,2,0,156.2044483307982,28,0,0.8162713219746044,23.09614152047042,1573,happy
102,IEV,2,103,2,0,159.7365994839929,25,25,0.8753594823964084,21.913504817369468,890,happy
103,IEV,2,104,2,0,162.9692419008352,23,23,0.8833218100521635,20.706373812367904,740,happy
104,IEV,2,105,2,0,166.26780219271313,23,23,0.8713005316842588,19.873959428494004,956,happy
105,IEV,2,106,2,0,169.50013563176617,19,19,0.8754183389154424,16.65248500513128,889,happy
106,IEV,2,107,2,0,172.56572497345041,21,21,0.8841619364301126,18.8031447611824,722,happy
107,IEV,2,108,2,0,175.8479829140706,17,17,0.8877247395671009,14.653214668972936,639,happy
108,IEV,2,109,2,0,178.98031230224296,19,0,0.8723789928093186,16.23091512916262,939,happy
109,IEV,2,110,2,0,182.32920329261106,20,20,0.88265152665414,17.28223969125395,754,happy
110,IEV,2,111,2,0,185.711425614194,23,23,0.8856828372723491,20.322894450599012,688,happy
111,IEV,2,112,2,0,188.82703723525628,19,19,0.8902707844016008,16.8631380090719,571,happy
