,function,run,trial,block,null,starttime,mag,scoreinc,freq,ev,RT,emotion
0,CEV,1,1,1,0,1.455970521317795,48,0,0.7354285714285714,35.52914285714286,1152,scram
1,CEV,1,2,1,0,4.369641672121361,42,0,0.8435714285714286,35.31285714285715,395,scram
2,CEV,1,3,1,0,9.2180788340047,68,68,0.5244285714285715,35.42671428571429,2629,scram
3,CEV,1,4,1,0,14.366380363935605,70,0,0.5108571428571429,35.97828571428572,2724,scram
4,CEV,1,5,1,0,19.03148109605536,66,66,0.5648571428571428,37.0,2346,scram
5,CEV,1,6,1,0,23.763257900020108,64,64,0.5697142857142857,36.430285714285716,2312,scram
6,CEV,1,7,1,0,28.761663283919916,61,61,0.5672857142857143,34.73085714285715,2329,scram
7,CEV,1,8,1,0,33.61001579789445,67,0,0.5745714285714285,38.72371428571428,2278,scram
8,CEV,1,9,1,0,37.50873951846734,60,60,0.6531428571428571,38.959428571428575,1728,scram
9,CEV,1,10,1,0,41.84075266541913,51,51,0.6627142857142857,33.68642857142857,1661,scram
10,CEV,1,11,1,0,45.98928327462636,54,54,0.6532857142857142,35.040142857142854,1727,scram
11,CEV,1,12,1,0,50.32122378679924,59,0,0.6627142857142857,38.988142857142854,1661,scram
12,CEV,1,13,1,0,55.3195459197741,74,74,0.5318571428571428,39.12742857142857,2577,scram
13,CEV,1,14,1,0,59.95135024143383,67,0,0.5485714285714286,37.00000000000001,2460,scram
14,CEV,1,15,1,0,63.85008429829031,60,60,0.6604285714285714,39.64171428571428,1677,scram
15,CEV,1,16,1,0,67.96539448434487,58,58,0.6581428571428571,38.31628571428571,1693,scram
16,CEV,1,17,1,0,71.83082486735657,52,0,0.6724285714285714,34.98271428571428,1593,scram
17,CEV,1,18,1,0,76.74584898352623,66,66,0.5581428571428572,37.0,2393,scram
18,CEV,1,19,1,0,81.79421378974803,71,0,0.5605714285714285,39.802857142857135,2376,scram
19,CEV,1,20,1,0,86.07609793962911,60,60,0.663,39.652,1659,scram
20,CEV,1,21,1,0,90.35803097859025,56,56,0.663,37.0,1659,scram
21,CEV,1,22,1,0,94.29010586533695,60,0,0.6487142857142857,38.94614285714286,1759,scram
22,CEV,1,23,1,0,98.88855091901496,68,68,0.5535714285714286,37.55357142857143,2425,scram
23,CEV,1,24,1,0,103.60371332103387,65,65,0.5655714285714286,37.00000000000001,2341,scram
24,CEV,1,25,1,0,108.30213057785295,64,64,0.5680000000000001,36.432,2324,scram
25,CEV,1,26,1,0,113.18388705817051,68,0,0.5632857142857143,38.12657142857143,2357,scram
