,function,run,trial,block,null,starttime,mag,scoreinc,freq,ev,RT,emotion
0,CEV,1,1,1,0,2.4890169001882896,61,0,0.5878571428571429,35.824285714285715,2185,scram
1,CEV,1,2,1,0,8.484942080627661,89,0,0.4045714285714286,36.19085714285714,3468,scram
2,CEV,1,3,1,0,11.817167824396165,47,47,0.7408571428571429,34.77742857142857,1114,scram
3,CEV,1,4,1,0,15.066118459188147,45,45,0.7821428571428571,35.43571428571429,825,scram
4,CEV,1,5,1,0,18.99813551720581,55,55,0.6695714285714286,37.0,1613,scram
5,CEV,1,6,1,0,23.48001771172858,60,60,0.6052857142857142,36.39471428571428,2063,scram
6,CEV,1,7,1,0,28.461736896715593,61,61,0.5697142857142857,34.72114285714286,2312,scram
7,CEV,1,8,1,0,33.676631806534715,74,0,0.5221428571428571,38.56642857142857,2645,scram
8,CEV,1,9,1,0,38.025218288908945,66,66,0.5888571428571429,38.76657142857143,2178,scram
9,CEV,1,10,1,0,42.99024484955589,60,60,0.5721428571428571,34.13928571428571,2295,scram
10,CEV,1,11,1,0,47.47213151390315,58,58,0.6055714285714286,35.18328571428572,2061,scram
11,CEV,1,12,1,0,52.42048500577221,67,0,0.5747142857142857,38.72414285714286,2277,scram
12,CEV,1,13,1,0,56.8690227389161,65,65,0.6104285714285714,39.44171428571428,2027,scram
13,CEV,1,14,1,0,61.00100180329173,60,0,0.6198571428571429,37.0,1961,scram
14,CEV,1,15,1,0,65.51619270045194,69,69,0.5722857142857143,39.289142857142856,2294,scram
15,CEV,1,16,1,0,70.28128742618719,67,67,0.5652857142857143,38.13057142857143,2343,scram
16,CEV,1,17,1,0,74.9631106746674,64,0,0.5557142857142857,35.33285714285714,2410,scram
17,CEV,1,18,1,0,79.69485088187503,63,63,0.5844285714285714,37.0,2209,scram
18,CEV,1,19,1,0,84.64321973882033,69,0,0.5748571428571428,39.87428571428571,2276,scram
19,CEV,1,20,1,0,89.34167526877718,65,65,0.6034285714285714,39.413714285714285,2076,scram
20,CEV,1,21,1,0,94.12343663789215,63,63,0.5915714285714286,37.0,2159,scram
21,CEV,1,22,1,0,98.53867041759077,67,0,0.5797142857142857,38.73914285714286,2242,scram
22,CEV,1,23,1,0,102.80392061002203,63,63,0.6011428571428572,37.60114285714286,2092,scram
23,CEV,1,24,1,0,107.25257204475929,61,61,0.6035714285714286,37.00000000000001,2075,scram
24,CEV,1,25,1,0,111.65105313662207,60,60,0.6107142857142858,36.38928571428572,2025,scram
25,CEV,1,26,1,0,116.3994828951545,66,0,0.5822857142857143,38.164571428571435,2224,scram
26,CEV,1,27,1,0,120.6980331299128,63,63,0.6108571428571429,38.22171428571429,2024,scram
27,CEV,1,28,1,0,125.21326956356643,65,65,0.6012857142857143,38.80385714285715,2091,scram
28,CEV,1,29,1,0,129.79506445649895,61,61,0.5918571428571429,35.81628571428571,2157,scram
29,CEV,1,30,1,0,134.12694155261852,66,66,0.5918571428571429,38.77557142857143,2157,scram
30,CEV,1,31,1,0,138.8087634042895,62,0,0.5920000000000001,36.40800000000001,2156,scram
31,CEV,1,32,1,0,143.2572701278841,54,54,0.6252857142857142,33.873571428571424,1923,scram
32,CEV,1,33,1,0,147.55592819757294,60,60,0.6038571428571429,36.396142857142856,2073,scram
33,CEV,1,34,1,0,152.32100895504118,65,0,0.6015714285714286,38.80471428571429,2089,scram
34,CEV,1,35,1,0,156.96943382467725,64,64,0.604,38.812,2072,scram
35,CEV,1,36,1,0,161.5346187853429,60,0,0.6088571428571429,36.39114285714286,2038,scram
36,CEV,1,37,1,0,165.91651480842847,58,58,0.5921428571428571,34.631428571428565,2155,scram
37,CEV,1,38,1,0,170.73158068972407,65,0,0.5731428571428572,37.0,2288,scram
38,CEV,1,39,1,0,175.16345792551874,66,66,0.5921428571428571,39.36857142857142,2155,scram
