,function,run,trial,block,null,starttime,mag,scoreinc,freq,ev,RT,emotion
0,CEV,1,1,1,0,1.5893916685599834,50,0,0.7162857142857143,35.56742857142857,1286,scram
1,CEV,1,2,1,0,4.986226182430983,44,0,0.8088571428571428,35.382285714285715,638,scram
2,CEV,1,3,1,0,9.334742543986067,59,59,0.5958571428571429,35.21242857142857,2129,scram
3,CEV,1,4,1,0,14.349712044466287,68,0,0.53,35.940000000000005,2590,scram
4,CEV,1,5,1,0,18.864921938395128,63,63,0.5881428571428571,37.0,2183,scram
5,CEV,1,6,1,0,23.21347433817573,58,58,0.6244285714285714,36.375571428571426,1929,scram
6,CEV,1,7,1,0,27.64544348511845,52,52,0.655,34.38,1715,scram
7,CEV,1,8,1,0,32.46048450283706,67,0,0.5792857142857143,38.73785714285714,2245,scram
8,CEV,1,9,1,0,36.5591017853003,62,62,0.6245714285714286,38.873714285714286,1928,scram
9,CEV,1,10,1,0,40.95768261048943,52,52,0.6531428571428571,33.73428571428572,1728,scram
10,CEV,1,11,1,0,49.254942178260535,56,56,0.6235714285714286,35.129285714285714,1935,scram
11,CEV,1,12,1,0,53.803425854304805,62,0,0.6318571428571429,38.89557142857143,1877,scram
12,CEV,1,13,1,0,57.852088743122295,59,59,0.6745714285714286,39.69828571428572,1578,scram
13,CEV,1,14,1,0,61.63415685505606,55,55,0.6781428571428572,37.0,1553,scram
14,CEV,1,15,1,0,65.43294608662836,59,59,0.6784285714285714,39.71371428571428,1551,scram
15,CEV,1,16,1,0,69.66491523361765,56,56,0.6887142857142857,38.377428571428574,1479,scram
16,CEV,1,17,1,0,73.51361024938524,52,0,0.6748571428571428,34.97542857142857,1576,scram
17,CEV,1,18,1,0,77.89550459617749,58,58,0.6344285714285715,37.0,1859,scram
18,CEV,1,19,1,0,82.46065770927817,64,0,0.6297142857142857,40.14857142857143,1892,scram
19,CEV,1,20,1,0,86.65930027421564,59,59,0.6748571428571428,39.69942857142857,1576,scram
