,function,run,trial,block,null,starttime,mag,scoreinc,freq,ev,RT,emotion
0,CEV,1,1,1,0,1.9226312281098217,53,0,0.6687142857142857,35.662571428571425,1619,scram
1,CEV,1,2,1,0,5.452659206464887,47,0,0.7571428571428571,35.48571428571428,1000,scram
2,CEV,1,3,1,0,10.251117111183703,66,66,0.5348571428571429,35.39542857142858,2556,scram
3,CEV,1,4,1,0,14.93287219456397,62,0,0.5815714285714286,35.83685714285715,2229,scram
4,CEV,1,5,1,0,19.88125529908575,71,71,0.5244285714285715,37.0,2629,scram
5,CEV,1,6,1,0,24.79628779622726,67,0,0.5434285714285714,36.45657142857142,2496,scram
6,CEV,1,7,1,0,28.97829165426083,50,50,0.6855714285714285,34.25771428571428,1501,scram
7,CEV,1,8,1,0,33.1269328922499,58,58,0.6744285714285714,39.02328571428571,1579,scram
8,CEV,1,9,1,0,36.87565738102421,58,58,0.6744285714285714,39.02328571428571,1579,scram
9,CEV,1,10,1,0,41.157579524675384,50,50,0.6697142857142857,33.65142857142857,1612,scram
10,CEV,1,11,1,0,45.156274610199034,52,52,0.6745714285714286,34.976285714285716,1578,scram
11,CEV,1,12,1,0,49.35493058455177,57,0,0.6817142857142857,39.04514285714286,1528,scram
12,CEV,1,13,1,0,53.18696370627731,57,57,0.6984285714285714,39.79371428571429,1411,scram
13,CEV,1,14,1,0,56.81910103093833,54,54,0.6912857142857143,37.0,1461,scram
14,CEV,1,15,1,0,60.36793754505925,56,56,0.7104285714285714,39.84171428571428,1327,scram
15,CEV,1,16,1,0,64.44991639978252,58,58,0.6628571428571428,38.325714285714284,1660,scram
16,CEV,1,17,1,0,68.49857649486512,54,0,0.6462857142857144,35.06114285714286,1776,scram
17,CEV,1,18,1,0,72.49725789157674,54,54,0.6890000000000001,37.00000000000001,1477,scram
18,CEV,1,19,1,0,76.46263309987262,57,0,0.7152857142857143,40.57642857142857,1293,scram
19,CEV,1,20,1,0,80.7278955844231,60,60,0.6652857142857143,39.661142857142856,1643,scram
20,CEV,1,21,1,0,85.07646586350165,57,57,0.6534285714285715,37.0,1726,scram
21,CEV,1,22,1,0,88.74192362418398,57,0,0.6868571428571428,39.06057142857143,1492,scram
22,CEV,1,23,1,0,92.62398572987877,57,57,0.6558571428571429,37.655857142857144,1709,scram
23,CEV,1,24,1,0,96.80595829896629,58,58,0.6417142857142857,37.0,1808,scram
24,CEV,1,25,1,0,101.05455497815274,57,57,0.635,36.365,1855,scram
25,CEV,1,26,1,0,105.26979518332519,58,0,0.6584285714285714,38.31685714285714,1691,scram
26,CEV,1,27,1,0,109.56842559599318,62,62,0.6115714285714287,38.22314285714286,2019,scram
27,CEV,1,28,1,0,114.08362710895017,65,65,0.6012857142857143,38.80385714285715,2091,scram
28,CEV,1,29,1,0,118.73206482944079,62,62,0.5822857142857143,35.83542857142857,2224,scram
29,CEV,1,30,1,0,122.79747733287513,62,62,0.63,38.89,1890,scram
