id,dataset,model,n_runs,evo_fname,obs_fname,F,LL,AIC,BIC,R2,alpha,gamma,beta,alpha_transformed,gamma_transformed,beta_transformed,alpha_ffx,gamma_ffx,beta_ffx,alpha_transformed_ffx,gamma_transformed_ffx,beta_transformed_ffx
10637,mmclock_fmri,decay,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1378.63494462509,-1372.18139104065,-1375.18139104065,-1381.16858786131,0.0230945812488832,2.60298719884565,-0.713475063319975,2.65120201073044,0.931053583428738,0.328831433425161,14.1710621808931,0.495901925658767,-0.442501653140081,2.25092222840557,0.621495786314747,0.391145037092681,9.49648973177643
10638,mmclock_fmri,decay,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1210.89453770447,-1201.09321037226,-1204.09321037226,-1210.08040719292,0.0521773396133202,-2.48335932119599,-5.79035587533067,2.35065640905536,0.0770330183589186,0.0030475779864293,10.4924548071135,-2.08064679465969,-4.49581436606768,2.25947061346449,0.110992129561952,0.0110325179087272,9.57801735098487
10662,mmclock_fmri,decay,8,h_sceptic_fixed_decay_fmri,g_sceptic,-999.957547254855,-990.793796763183,-993.793796763183,-999.780993583845,0.125658972414381,-0.560156052156417,-1.16195334371527,1.3782144286892,0.363511353029501,0.238312533626638,3.96781048993536,-0.800275888595093,-1.08269348092332,1.21841940424356,0.309966506720045,0.252996638900918,3.38183818791164
10711,mmclock_fmri,decay,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1421.4910702011,-1413.91967724195,-1416.91967724195,-1422.90687406262,0.00624928179762163,-2.84847217932687,-5.42448522582606,2.01365247549051,0.0547603459612183,0.00438799499872901,7.49062677415396,-2.81773315837124,-4.69902187029302,1.77496431314199,0.0563733980121169,0.00902203956231161,5.90007057758098
10717,mmclock_fmri,decay,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1419.41463050822,-1412.57852767464,-1415.57852767464,-1421.5657244953,0.0110591515714145,0.401350105955237,-2.44551510516741,2.98539665090708,0.599011994312923,0.0797671400985105,19.7943521271605,-0.385815380326686,-2.21628338465848,2.62017472852478,0.404725067263394,0.0982977361157013,13.7381238174851
10767,mmclock_fmri,decay,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1415.13463712832,-1409.03457989992,-1412.03457989992,-1418.02177672058,0.00904177527937966,2.46989860627087,-3.73249273735425,3.41363611665191,0.922004473734041,0.023373697384478,30.3754925343508,-0.227068601650975,-0.0169453056972738,2.04239955783997,0.44347550874162,0.495763774942197,7.70908541899039
10772,mmclock_fmri,decay,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1307.62451037272,-1299.28821986324,-1302.28821986324,-1308.2754166839,0.0185989305618089,-2.99315239432919,-6.09783291213279,2.12437431304912,0.0477361855898112,0.00224269250623641,8.36766031401451,-3.0830138582301,-5.17991170691364,1.83565650390346,0.0438133797817492,0.0055970006136918,6.26924858088157
10811,mmclock_fmri,decay,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1293.8347574966,-1286.45494305356,-1289.45494305356,-1295.44213987422,0.0354852033132659,3.82628853055981,-1.68676162535007,2.57819143374974,0.978674353178145,0.156202192786473,13.173291831315,1.83336638994727,-1.42762754462397,2.42289946370529,0.86216227148015,0.193468609432089,11.2785135928703
10814,mmclock_fmri,decay,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1403.48190382309,-1396.9560997796,-1399.9560997796,-1405.94329660026,0.0145955297428357,1.11053579576139,-0.68697308270989,2.67913116643801,0.752228986837037,0.334706763997472,14.5724267806641,-0.96305452060639,-0.109629364910948,1.62613173343044,0.27626704595325,0.472620075638747,5.08416970727725
10822,mmclock_fmri,decay,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1212.47054592487,-1204.15192914537,-1207.15192914537,-1213.13912596603,0.0583671766743463,0.409833648582344,-1.61131520415728,2.25910924423901,0.601047990228364,0.166406094838086,9.57455677558351,-0.211700560331743,-1.44333359892406,1.98506649945614,0.447271640776939,0.191029652422598,7.27953145424075
10841,mmclock_fmri,decay,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1377.23515937112,-1370.23716927968,-1373.23716927968,-1379.22436610034,0.0231277767879876,0.64007048334472,-0.970815486063387,2.38167579616601,0.654769393288911,0.274717988383475,10.8230248588686,-0.813916356915627,-0.573239756177467,1.60258620943414,0.307056572263395,0.360489604593826,4.96585858199464
10873,mmclock_fmri,decay,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1199.23564387402,-1192.01828802409,-1195.01828802409,-1201.00548484475,0.0659009730150111,3.02237381227996,0.269428482607166,1.86851044443819,0.953574727297512,0.566952592902313,6.47863891576328,1.1437260193456,0.448042354689709,1.64925721133525,0.758363083661234,0.610173685550817,5.20311357766753
10891,mmclock_fmri,decay,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1409.03641737101,-1402.024189758,-1405.024189758,-1411.01138657867,0.0125206755006243,-1.85713237005992,-2.00777344934299,1.5418404828408,0.135037647835425,0.118389172587542,4.67318327455342,-1.82840238938505,-1.80687745689909,1.46495011168962,0.138428704073422,0.141015936949701,4.32732735186562
10895,mmclock_fmri,decay,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1450.51879529511,-1445.18479196857,-1448.18479196857,-1454.17198878923,0.00579265740124602,1.02825649300393,0.587020545791751,2.79303112251229,0.736577741041552,0.642681228919036,16.3304444356513,-1.03947527100133,0.671100055579667,1.7706417458309,0.261251253418708,0.661749436271671,5.87462216622913
10997,mmclock_fmri,decay,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1368.43841021737,-1361.8119556627,-1364.8119556627,-1370.79915248336,0.0164716160435314,3.19161611132166,-2.68640186228843,3.07321453265215,0.96051755481341,0.0637805354838357,21.6112612425058,1.38521619956364,-2.25071778808966,2.86936394441786,0.799827438352916,0.0952875679547817,17.6258036428779
11162,mmclock_fmri,decay,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1235.37625096315,-1227.92295812458,-1230.92295812458,-1236.91015494524,0.0485948699755124,3.69084993079104,-1.33498060634356,2.51108146686855,0.975656600382689,0.20833670789676,12.3182446330275,1.8345184252567,-1.1806394648771,2.38371478764542,0.862299120503937,0.234937238230194,10.8451154279249
11178,mmclock_fmri,decay,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1213.22310418833,-1206.1287633809,-1209.1287633809,-1215.11596020156,0.0681316199145007,2.37093800862204,0.365477604604126,1.98346737188345,0.914584166271748,0.590365757959186,7.2678998574583,0.569144985799754,0.594622310554405,1.64263557892373,0.63856586168613,0.644425014133762,5.16877428870522
