id,dataset,model,n_runs,evo_fname,obs_fname,F,LL,AIC,BIC,R2,alpha,gamma,beta,alpha_transformed,gamma_transformed,beta_transformed,alpha_ffx,gamma_ffx,beta_ffx,alpha_transformed_ffx,gamma_transformed_ffx,beta_transformed_ffx
10637_20140312,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1634.4528094858,-1627.90242851166,-1630.90242851166,-1637.23629291377,0.0362586825814462,-1.36637454495574,3.37622091319172,2.13788942816812,0.203206224790568,0.966953057949157,8.48151787235843,-1.11797758867045,1.10384684785575,2.30671656582029,0.246386612753689,0.750980194887483,10.0414001912565
10638_20140516,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1565.55539903119,-1557.45851278171,-1560.45851278171,-1566.79237718381,0.0403677635139252,-3.32472178044603,1.69912523711664,1.61092794387001,0.0347327560237565,0.845420451320484,5.00745571042158,-2.07727536374774,1.06456580014972,1.91285284647407,0.111325234905275,0.743562108370613,6.77238183104406
10662_20140415,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1082.03738055926,-1074.19826022643,-1077.19826022643,-1083.53212462854,0.168561064730813,-1.49205510811547,4.69881427478567,1.27696582704395,0.183613467288427,0.990976104211312,3.58574343755199,-1.39894177120086,2.12400389467972,1.3384991536094,0.197984090070415,0.893214432335528,3.81331600682863
10711_20140825,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1811.54908164964,-1805.01657696141,-1808.01657696141,-1814.35044136351,0.0083880441124764,-3.58704105420405,2.83883200591296,1.96370221107093,0.0269345616054027,0.944738515653161,7.12565898550065,-3.2634133520025,0.702710390662958,2.21654195910444,0.0368478773582209,0.668788426491069,9.17554652665474
10767_20140828,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1643.46867853797,-1636.83868817816,-1639.83868817816,-1646.17255258027,0.0260569472726115,0.475581985500536,4.20007787933318,2.53929371722507,0.616704083685726,0.985227101856748,12.6707186994251,0.697354974814793,1.84298563558378,2.61409629512304,0.667601075378015,0.863301430793164,13.6548708270061
10772_20140509,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1692.88182343217,-1684.20431786484,-1687.20431786484,-1693.53818226695,0.0147365803228336,-2.78343058716153,-2.15317813068837,2.55983424319114,0.0582261509728412,0.10403461205692,12.9336732934429,-2.84927785438726,-1.68314882129938,2.44236333671801,0.0547186578469011,0.156678963109047,11.5001874670392
10811_20140801,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1594.14165588859,-1584.77885936338,-1587.77885936338,-1594.11272376549,0.0527819174488423,0.0927153738102333,-0.964813273177766,2.74478955586351,0.523162253663571,0.275915533101415,15.5613387950747,-0.0818846971534975,-0.668299774966794,2.65771952018476,0.479540256492645,0.338877654102453,14.2637238462689
10814_20140807,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1774.01875621772,-1768.08182215654,-1771.08182215654,-1777.41568655864,0.0153771606236436,-0.375878748037086,3.92817001291051,2.76265274143368,0.407121276219846,0.980700161004749,15.8418114875251,-0.167529336802204,1.48291842767242,2.87523746749503,0.458215347727685,0.815012987332197,17.7296338333412
10822_20140703,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1543.2689905837,-1536.50246698042,-1539.50246698042,-1545.83633138252,0.0496492207655819,-1.18639420285625,4.24868748716586,2.04804418758735,0.233904449887982,0.985918162249778,7.75272339611793,-1.03208295512315,1.72730646310388,2.14982002471889,0.262680479197925,0.849067563006728,8.58331347390275
10873_20141014,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1411.59984888995,-1404.13031737264,-1407.13031737264,-1413.46418177474,0.0977448065794341,-0.851161338950348,4.56395525426475,1.87168507445262,0.299189296936932,0.989686711740803,6.49923887864715,-0.720270905051089,1.91151203787321,1.95125181726138,0.327333330582767,0.871188922159132,7.0374917224662
10891_20140925,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1686.47265155548,-1679.97015527118,-1682.97015527118,-1689.30401967329,0.0252630393070454,-2.32984062837135,4.05157877831821,2.05321317539967,0.0886815423675071,0.98290251854022,7.79290087786495,-2.20731288566045,1.65948120488121,2.15843439586437,0.0990957090267075,0.840168348691237,8.65757271092451
10895_20140709,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1838.50514481545,-1831.29229580782,-1834.29229580782,-1840.62616020993,0.00334161762166174,1.25179179069075,-2.48965359151712,4.1955813510536,0.777609874603309,0.0765866921722831,66.3923176039844,-0.865415116764116,-0.819594871921021,3.48475032430161,0.296209215571956,0.305849664105022,32.6142830993108
10997_20140221,mmclock_meg,decay_factorize_uniform_psequate,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1702.49927645305,-1693.82257732435,-1696.82257732435,-1703.15644172646,0.0211386332319089,-0.529333502572713,-1.57064344024201,2.9859044752891,0.370672351386774,0.172124683585496,19.8044067345684,-0.633406415845353,-1.37474154889964,2.92157024723909,0.346738545108801,0.201854857972776,18.5704247355663
