id,dataset,model,n_runs,evo_fname,obs_fname,F,LL,AIC,BIC,R2,alpha,gamma,beta,alpha_transformed,gamma_transformed,beta_transformed,alpha_ffx,gamma_ffx,beta_ffx,alpha_transformed_ffx,gamma_transformed_ffx,beta_transformed_ffx
10637_20140312,mmclock_meg,decay_factorize_selective_psnarrow,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1631.72596212285,-1624.37683339399,-1627.37683339399,-1633.7106977961,0.0378511767274166,-0.216844425935762,-0.0347150403381504,2.0618852534878,0.446000323381451,0.491322111399527,7.86077540403201,-0.463574744660158,0.372882628771542,1.92098895844643,0.386138138428624,0.592155339099504,6.82770745046264
10638_20140516,mmclock_meg,decay_factorize_selective_psnarrow,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1565.79906897585,-1556.67503455266,-1559.67503455266,-1566.00889895477,0.041238133356016,-2.18763144200259,-1.25795604010491,1.89773549805112,0.10086670128638,0.2213259491956,6.67077135088225,-1.30112951628404,-0.276594770975868,1.73795501609954,0.213974982590256,0.431288810269597,5.68570435200945
10662_20140415,mmclock_meg,decay_factorize_selective_psnarrow,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1074.57209485145,-1065.52889759974,-1068.52889759974,-1074.86276200185,0.170900018523755,-0.906089628811787,1.63904395177993,0.996383699555404,0.287800686157561,0.837404805795754,2.70846945760833,-0.789337871984851,1.1473180173975,1.06727194772871,0.312310858820175,0.759020700975272,2.90743703097155
10711_20140825,mmclock_meg,decay_factorize_selective_psnarrow,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1805.04368517613,-1798.16890608106,-1801.16890608106,-1807.50277048317,0.00963205347561535,-2.78010533394125,0.183937301944135,1.70834145473356,0.0584087622033367,0.545855113919586,5.51979904499189,-2.66511488205069,0.0591120160845454,1.75977449788973,0.0650635008759213,0.514773702378259,5.81112682527795
10767_20140828,mmclock_meg,decay_factorize_selective_psnarrow,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1666.54607922729,-1660.40608848599,-1663.40608848599,-1669.7399528881,0.0218976140215723,2.62584846616809,1.74824396751544,2.18733729573047,0.932506729164312,0.851731178036004,8.91145293179756,1.81836691711017,1.90812424309015,2.12554315363709,0.860370054634536,0.870808269636903,8.37744649314339
10772_20140509,mmclock_meg,decay_factorize_selective_psnarrow,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1695.05475305177,-1686.08080821221,-1689.08080821221,-1695.41467261431,0.0142806341631342,-1.39792777259828,-3.41836917763567,2.73163408245206,0.198145148557485,0.0317262885630685,15.3579627038135,-1.56692521908111,-2.87383871664463,2.58450695523672,0.172655167944072,0.0534620647705254,13.2567513065807
10811_20140801,mmclock_meg,decay_factorize_selective_psnarrow,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1578.71582349651,-1571.52705987231,-1574.52705987231,-1580.86092427441,0.0560334929684351,3.83841553579712,-1.57082391803822,2.57774513914945,0.978925990440827,0.172098967422563,13.1674139740282,1.7636917324052,-1.19559073603789,2.43796342776127,0.853671420963807,0.232260528581749,11.4496988433243
10814_20140807,mmclock_meg,decay_factorize_selective_psnarrow,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1769.54449530474,-1763.1174279737,-1766.1174279737,-1772.45129237581,0.0177072333124131,0.549062170580337,1.45952677275099,2.29392589706817,0.633917980058695,0.811460285241633,9.91378186931517,0.477870466446636,1.32032805191741,2.27703715754172,0.617244890498674,0.789236280634727,9.74775651534032
10822_20140703,mmclock_meg,decay_factorize_selective_psnarrow,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1551.65565724086,-1543.96535588999,-1546.96535588999,-1553.2992202921,0.0514906289226778,-0.586214092392588,1.2102745807733,1.68768437512044,0.357503988008506,0.770347529344876,5.40694573951639,-0.524359849903224,0.993975271826681,1.72482333641165,0.371833321405067,0.729872397523173,5.61152958916665
10873_20141014,mmclock_meg,decay_factorize_selective_psnarrow,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1395.85914700544,-1387.56871261601,-1390.56871261601,-1396.90257701812,0.102941904057122,-0.0987814487422616,1.45203669475403,1.52079867237974,0.475324699220715,0.810311685398301,4.57587836376772,0.00582138142657276,1.13690985841148,1.56969511511045,0.501455341246703,0.757111833616008,4.80518294274931
10891_20140925,mmclock_meg,decay_factorize_selective_psnarrow,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1684.7065883236,-1677.23829701875,-1680.23829701875,-1686.57216142086,0.0250411541038345,-1.67836967256511,0.925853708332094,1.68495923178774,0.157311471817646,0.716233336206871,5.39223109624649,-1.57926857261755,0.740051427053254,1.73570391400148,0.170899094920084,0.677007101816758,5.6729196462515
10895_20140709,mmclock_meg,decay_factorize_selective_psnarrow,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1838.4598782578,-1832.84844483969,-1835.84844483969,-1842.1823092418,0.00296610097189454,1.32054433760353,-2.63646971163399,3.71788103069697,0.789272255858545,0.0668278546580598,41.1770486979903,-1.83174201934393,-0.234443687184009,2.28472779882709,0.138030879853823,0.441656067612918,9.82301202467917
10997_20140221,mmclock_meg,decay_factorize_selective_psnarrow,8,h_sceptic_fixed_decay_fmri,g_sceptic,-1694.49218778045,-1686.80205189653,-1689.80205189653,-1696.13591629864,0.0216217064284707,1.61820733012459,-2.78545465568962,3.00624028471086,0.834547750319982,0.0581152586172669,20.2112682838928,0.586742419667894,-2.47136940215342,2.86902346086884,0.642617356926846,0.0778898236895647,17.6198033682547
