id,dataset,model,n_runs,evo_fname,obs_fname,F,LL,AIC,BIC,R2,alpha,beta,alpha_transformed,beta_transformed,alpha_ffx,beta_ffx,alpha_transformed_ffx,beta_transformed_ffx
11315_20140815,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1769.296658815,-1765.12572698542,-1767.12572698542,-1771.34830325349,0.0141983659970751,5.92345302256205,3.53103555426705,0.997331197456387,34.1593231381487,2.56756334390897,3.50603467655205,0.928744611112022,33.3158972029397
11316_20140829,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1565.33110572874,-1560.71252918395,-1562.71252918395,-1566.93510545202,0.0535777702333324,6.72543191019201,2.90194418852557,0.998801436104883,18.2095137045474,3.71712355493852,2.90492132334235,0.976272882667618,18.2638066604171
11317_20141009,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1627.35290350504,-1619.00417087349,-1621.00417087349,-1625.22674714156,0.0407072554689291,-2.39222368738083,2.78036070318603,0.0837676045301006,16.1248361789623,-2.31151338879905,2.77545073673082,0.090173905360394,16.045857823432
11318_20141029,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1498.21665187196,-1490.26934743508,-1492.26934743508,-1496.49192370315,0.064861311975035,0.352579920789308,2.69493767955737,0.587243062866463,14.8045960955562,0.345755246754287,2.68919826594034,0.585587860261933,14.7198697674312
11319_20140924,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1627.36939897358,-1622.99830397673,-1624.99830397673,-1629.2208802448,0.0324711837114451,6.18105661032341,3.01691762159531,0.997936027418961,20.4282270137422,3.06531727434663,3.0099913823151,0.955439229507821,20.2872250955742
11320_20140908,mmclock_meg,fixed,7,h_sceptic_fixed_fmri,g_sceptic,-1582.62331065673,-1576.14117012486,-1578.14117012486,-1582.2302150003,0.00647546300603896,-2.93812661549313,2.65573853661015,0.0503006904062811,14.2354956126814,-2.7587042062939,2.71487700623118,0.059596947500514,15.1027524132187
11321_20140904,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-12.5901667002788,-11.1465291274229,-13.1465291274229,-17.3691053954943,0.994041650453424,-2.97420935963969,-1.19043864645466,0.0486047023217565,0.304087847751225,-2.89474984336909,-1.10938641484192,0.0524137081302836,0.329761235612399
11322_20140918,mmclock_meg,fixed,7,h_sceptic_fixed_fmri,g_sceptic,-13.7505984833584,-11.1821296241553,-13.1821296241553,-17.2711744996021,0.993166222199082,-3.30100137966335,-1.77974199472592,0.0355368520343786,0.168681662413329,-3.23342023581954,-1.23650235034101,0.0379272494377946,0.290398154714379
11323_20141209,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1407.44359931495,-1398.84819543826,-1400.84819543826,-1405.07077170633,0.0649864337874709,-2.77028867712316,2.39599134105802,0.0589509968379994,10.9790766754675,-2.74280091261849,2.39715323201924,0.0604945175382484,10.9918405791155
11324_20141009,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1661.01050571595,-1652.72733045498,-1654.72733045498,-1658.94990672305,0.0321724972970757,-0.990654927426334,2.65091769896431,0.270782736631668,14.1670337538682,-0.979644501452009,2.64353688016292,0.272962328036077,14.0628543822536
